status	family	pval	qval	gene_short_name	num_cells_expressed	use_for_ordering
Ppp2r2c	OK	negbinomial.size	0.977119599846458	0.999999999737279	Ppp2r2c	39	FALSE
Ppp2r3a	OK	negbinomial.size	0.323392877507804	0.881537394084384	Ppp2r3a	31	FALSE
Ppp2r3d	OK	negbinomial.size	0.708362393297518	0.999999999737279	Ppp2r3d	37	FALSE
Ppp2r5a	OK	negbinomial.size	0.902474457226135	0.999999999737279	Ppp2r5a	37	FALSE
Ppp2r5b	OK	negbinomial.size	0.618896991555119	0.985995631719328	Ppp2r5b	38	FALSE
Ppp2r5c	OK	negbinomial.size	0.668839696504792	0.994918699906085	Ppp2r5c	39	FALSE
Ppp2r5d	OK	negbinomial.size	0.486833360483775	0.957488162126501	Ppp2r5d	32	FALSE
Ppp2r5e	OK	negbinomial.size	0.875004589554142	0.999999999737279	Ppp2r5e	31	FALSE
Ppp3cc	OK	negbinomial.size	0.795356570068155	0.999999999737279	Ppp3cc	30	FALSE
Ppp4r1	OK	negbinomial.size	0.862509524486225	0.999999999737279	Ppp4r1	28	FALSE
Ppp4r1l-ps	OK	negbinomial.size	0.552193776015067	0.969117710226814	Ppp4r1l-ps	18	FALSE
Ppp4r3a	OK	negbinomial.size	0.346162703892477	0.895894933658299	Ppp4r3a	29	FALSE
Ppp4r3b	OK	negbinomial.size	0.359956167413035	0.903769405849238	Ppp4r3b	29	FALSE
Ppp4r4	OK	negbinomial.size	0.524869586031421	0.96343578806849	Ppp4r4	29	FALSE
Ppp5c	OK	negbinomial.size	0.785114828781527	0.999999999737279	Ppp5c	39	FALSE
Ppp6c	OK	negbinomial.size	0.697280104447539	0.999999999737279	Ppp6c	34	FALSE
Ppp6r1	OK	negbinomial.size	0.144653381283664	0.691376391770873	Ppp6r1	35	FALSE
Ppp6r3	OK	negbinomial.size	0.655355988739504	0.991703861091013	Ppp6r3	30	FALSE
Pprc1	OK	negbinomial.size	0.472124553950486	0.950482905696894	Pprc1	20	FALSE
Ppt1	OK	negbinomial.size	0.976658152244583	0.999999999737279	Ppt1	37	FALSE
Ppt2	OK	negbinomial.size	0.308785357694147	0.870610182369594	Ppt2	26	FALSE
Pptc7	OK	negbinomial.size	0.793108922423308	0.999999999737279	Pptc7	36	FALSE
Pqbp1	OK	negbinomial.size	0.768722381847785	0.999999999737279	Pqbp1	34	FALSE
Pqlc1	OK	negbinomial.size	0.740276822715006	0.999999999737279	Pqlc1	28	FALSE
Pqlc2	OK	negbinomial.size	0.433153520922921	0.932985604447531	Pqlc2	21	FALSE
Pqlc3	OK	negbinomial.size	0.85076021574891	0.999999999737279	Pqlc3	10	FALSE
Pradc1	OK	negbinomial.size	0.956147172270528	0.999999999737279	Pradc1	17	FALSE
Prag1	OK	negbinomial.size	0.793104223406673	0.999999999737279	Prag1	10	FALSE
Pramef8	OK	negbinomial.size	0.543716966042901	0.967436894568511	Pramef8	18	FALSE
Pramel4	OK	negbinomial.size	0.277913009863941	0.845768200976895	Pramel4	30	FALSE
Pramel5	OK	negbinomial.size	0.543001766570754	0.967032410623696	Pramel5	33	FALSE
Pramel6	OK	negbinomial.size	0.0218305369814762	0.270204014824249	Pramel6	10	FALSE
Pramel7	OK	negbinomial.size	0.104955687170425	0.616383928677768	Pramel7	10	FALSE
Prc1	OK	negbinomial.size	0.00173971529719643	0.045458662426743	Prc1	26	FALSE
Prcc	OK	negbinomial.size	0.872275027380835	0.999999999737279	Prcc	20	FALSE
Prcd	OK	negbinomial.size	0.607432316993028	0.98348236356939	Prcd	23	FALSE
Prcp	OK	negbinomial.size	0.795237828427364	0.999999999737279	Prcp	32	FALSE
Prdm10	OK	negbinomial.size	0.171961458212986	0.74261357695913	Prdm10	30	FALSE
Prdm15	OK	negbinomial.size	0.825512493107532	0.999999999737279	Prdm15	35	FALSE
Prdm2	OK	negbinomial.size	0.817649396037257	0.999999999737279	Prdm2	15	FALSE
Prdm4	OK	negbinomial.size	0.985773534600779	0.999999999737279	Prdm4	16	FALSE
Prdm5	OK	negbinomial.size	0.682549384078334	0.999132100557712	Prdm5	12	FALSE
Prdm8	OK	negbinomial.size	0.740702636422252	0.999999999737279	Prdm8	7	FALSE
Prdm9	OK	negbinomial.size	0.00299890447480758	0.06798986860777	Prdm9	33	FALSE
Prdx2-rs3	OK	negbinomial.size	0.894941342123849	0.999999999737279	Prdx2-rs3	11	FALSE
Prdx3	OK	negbinomial.size	0.765516241044033	0.999999999737279	Prdx3	37	FALSE
Prdx4	OK	negbinomial.size	0.19153616184463	0.76738097403864	Prdx4	16	FALSE
Prdx6	OK	negbinomial.size	0.524924684173255	0.96343578806849	Prdx6	39	FALSE
Preb	OK	negbinomial.size	0.988533324068463	0.999999999737279	Preb	34	FALSE
Prelid3a	OK	negbinomial.size	0.16801594951245	0.736562811843679	Prelid3a	25	FALSE
Prelid3b	OK	negbinomial.size	0.908510076047096	0.999999999737279	Prelid3b	31	FALSE
Prep	OK	negbinomial.size	0.347216469968112	0.896636612843394	Prep	29	FALSE
Prex1	OK	negbinomial.size	0.0340265822489736	0.34765482951628	Prex1	19	FALSE
Prex2	OK	negbinomial.size	0.48985117577537	0.957488162126501	Prex2	34	FALSE
Prg4	OK	negbinomial.size	0.626837230065863	0.987618823625249	Prg4	6	FALSE
Prickle1	OK	negbinomial.size	0.0854963513289399	0.572372993179841	Prickle1	26	FALSE
Prickle3	OK	negbinomial.size	0.626192261856139	0.987432393823608	Prickle3	22	FALSE
Prickle4	OK	negbinomial.size	0.374085870102675	0.91150068805426	Prickle4	10	FALSE
Prim1	OK	negbinomial.size	0.917420820113829	0.999999999737279	Prim1	19	FALSE
Primpol	OK	negbinomial.size	0.0879096879034626	0.579789947772437	Primpol	7	FALSE
Prkaa1	OK	negbinomial.size	0.846410299677635	0.999999999737279	Prkaa1	24	FALSE
Prkaa2	OK	negbinomial.size	0.454673503863078	0.945108870133595	Prkaa2	26	FALSE
Prkab1	OK	negbinomial.size	0.0881094550044742	0.579789947772437	Prkab1	22	FALSE
Prkab2	OK	negbinomial.size	0.497089456759955	0.960313672971399	Prkab2	21	FALSE
Prkag1	OK	negbinomial.size	0.809372033898386	0.999999999737279	Prkag1	34	FALSE
Prkag2	OK	negbinomial.size	0.488167012009306	0.957488162126501	Prkag2	37	FALSE
Prkag3	OK	negbinomial.size	0.111775396056019	0.625824052809782	Prkag3	9	FALSE
Prkar2a	OK	negbinomial.size	0.456484985551727	0.946137991906364	Prkar2a	26	FALSE
Prkar2b	OK	negbinomial.size	0.893870243099815	0.999999999737279	Prkar2b	14	FALSE
Prkca	OK	negbinomial.size	0.0906581345048128	0.586698515043973	Prkca	37	FALSE
Prkcd	OK	negbinomial.size	0.00768118891743992	0.135766237235005	Prkcd	8	FALSE
Prkce	OK	negbinomial.size	0.446656337579662	0.940418313189349	Prkce	37	FALSE
Prkcg	OK	negbinomial.size	0.968842325088393	0.999999999737279	Prkcg	31	FALSE
Prkch	OK	negbinomial.size	0.919920596428257	0.999999999737279	Prkch	20	FALSE
Prkci	OK	negbinomial.size	0.35564299887335	0.901451700651759	Prkci	36	FALSE
Prkcq	OK	negbinomial.size	0.205014953986605	0.781908325058864	Prkcq	34	FALSE
Prkcsh	OK	negbinomial.size	0.665334279582626	0.994429521102833	Prkcsh	34	FALSE
Prkcz	OK	negbinomial.size	0.7418971529924	0.999999999737279	Prkcz	32	FALSE
Prkcz2	OK	negbinomial.size	9.23589135880122e-09	4.92876894628334e-06	Prkcz2	8	TRUE
Prkd2	OK	negbinomial.size	0.0438485286370647	0.399473627602937	Prkd2	26	FALSE
Prkdc	OK	negbinomial.size	0.787612846860746	0.999999999737279	Prkdc	24	FALSE
Prkg1	OK	negbinomial.size	0.251053564946949	0.82247068793336	Prkg1	9	FALSE
Prkra	OK	negbinomial.size	0.743351406513421	0.999999999737279	Prkra	24	FALSE
Prkrip1	OK	negbinomial.size	0.39347929966155	0.916940794393058	Prkrip1	30	FALSE
Prkx	OK	negbinomial.size	0.806770052112161	0.999999999737279	Prkx	27	FALSE
Prl	OK	negbinomial.size	0.000599378787581312	0.02094806216043	Prl	9	FALSE
Prl7d1	OK	negbinomial.size	0.642217408796126	0.990787399176196	Prl7d1	8	FALSE
Prl8a1	OK	negbinomial.size	0.217631515108801	0.794432881595025	Prl8a1	31	FALSE
Prlr	OK	negbinomial.size	0.599063580184358	0.981230926107658	Prlr	14	FALSE
Prm2	OK	negbinomial.size	0.16403371162604	0.730413269836749	Prm2	11	FALSE
Prmt2	OK	negbinomial.size	0.323992992760957	0.881537394084384	Prmt2	31	FALSE
Prmt3	OK	negbinomial.size	0.898518420290242	0.999999999737279	Prmt3	31	FALSE
Prmt6	OK	negbinomial.size	0.523553978099027	0.96343578806849	Prmt6	26	FALSE
Prmt7	OK	negbinomial.size	0.651247062668545	0.991703861091013	Prmt7	34	FALSE
Prmt8	OK	negbinomial.size	0.817351084653717	0.999999999737279	Prmt8	30	FALSE
Prmt9	OK	negbinomial.size	0.7430421859754	0.999999999737279	Prmt9	38	FALSE
Prnd	OK	negbinomial.size	0.46012832562145	0.947018412887096	Prnd	7	FALSE
Prodh	OK	negbinomial.size	0.0120103142473229	0.185364972393332	Prodh	26	FALSE
Prodh2	OK	negbinomial.size	0.478472507194121	0.95366813197299	Prodh2	36	FALSE
Prokr2	OK	negbinomial.size	0.232275195229756	0.805906059968209	Prokr2	21	FALSE
Prom1	OK	negbinomial.size	0.260839195775766	0.829318020483214	Prom1	29	FALSE
Prop1	OK	negbinomial.size	0.75270264332088	0.999999999737279	Prop1	10	FALSE
Prorsd1	OK	negbinomial.size	0.730324715895442	0.999999999737279	Prorsd1	32	FALSE
Proser1	OK	negbinomial.size	0.905843434449345	0.999999999737279	Proser1	30	FALSE
Proser2	OK	negbinomial.size	0.00511866125252756	0.100446337094687	Proser2	12	FALSE
Proser3	OK	negbinomial.size	0.445687690395764	0.940090712107211	Proser3	32	FALSE
Prox2	OK	negbinomial.size	0.127732793908148	0.65535568919494	Prox2	12	FALSE
Prpf18	OK	negbinomial.size	0.459183325495815	0.947018412887096	Prpf18	36	FALSE
Prpf19	OK	negbinomial.size	0.502359637667021	0.961693808007518	Prpf19	34	FALSE
Prpf3	OK	negbinomial.size	0.937443758598261	0.999999999737279	Prpf3	24	FALSE
Prpf31	OK	negbinomial.size	0.75729641473087	0.999999999737279	Prpf31	35	FALSE
Prpf38a	OK	negbinomial.size	0.686066176900018	0.999715467854702	Prpf38a	25	FALSE
Prpf39	OK	negbinomial.size	0.981936375418895	0.999999999737279	Prpf39	32	FALSE
Prpf4	OK	negbinomial.size	0.949712446098479	0.999999999737279	Prpf4	20	FALSE
Prpf40a	OK	negbinomial.size	0.642873867913126	0.990787399176196	Prpf40a	32	FALSE
Prpf40b	OK	negbinomial.size	0.584761676168756	0.97782883278001	Prpf40b	35	FALSE
Prpf4b	OK	negbinomial.size	0.204025024028878	0.780008942278468	Prpf4b	39	FALSE
Prpf6	OK	negbinomial.size	0.916350403210163	0.999999999737279	Prpf6	31	FALSE
Prpf8	OK	negbinomial.size	0.855489535587926	0.999999999737279	Prpf8	27	FALSE
Prpmp5	OK	negbinomial.size	0.986280945859301	0.999999999737279	Prpmp5	6	FALSE
Prps1	OK	negbinomial.size	0.528162054857703	0.96343578806849	Prps1	31	FALSE
Prps1l3	OK	negbinomial.size	0.926787935872857	0.999999999737279	Prps1l3	21	FALSE
Prps2	OK	negbinomial.size	0.519929405914148	0.96343578806849	Prps2	19	FALSE
Prpsap1	OK	negbinomial.size	0.988827681172919	0.999999999737279	Prpsap1	38	FALSE
Prpsap2	OK	negbinomial.size	0.989273492406674	0.999999999737279	Prpsap2	16	FALSE
Prr11	OK	negbinomial.size	0.491959610328319	0.958725033667041	Prr11	27	FALSE
Prr12	OK	negbinomial.size	0.0332168755964752	0.343411581321352	Prr12	12	FALSE
Prr13	OK	negbinomial.size	0.858952790697596	0.999999999737279	Prr13	38	FALSE
Prr14	OK	negbinomial.size	0.93063495642535	0.999999999737279	Prr14	32	FALSE
Prr14l	OK	negbinomial.size	0.827660379444405	0.999999999737279	Prr14l	26	FALSE
Prr15l	OK	negbinomial.size	0.275888070695123	0.843340281681698	Prr15l	10	FALSE
Prr18	OK	negbinomial.size	0.318255198266403	0.87836348975031	Prr18	6	FALSE
Prr3	OK	negbinomial.size	0.638751452593329	0.989684657592423	Prr3	30	FALSE
Prr5	OK	negbinomial.size	0.900997025988062	0.999999999737279	Prr5	13	FALSE
Prr5l	OK	negbinomial.size	0.535547213670214	0.963776600476552	Prr5l	12	FALSE
Prrc1	OK	negbinomial.size	0.0803775493357883	0.561832995986933	Prrc1	13	TRUE
Prrc2a	OK	negbinomial.size	0.0925721191006452	0.592828717819075	Prrc2a	29	FALSE
Prrc2b	OK	negbinomial.size	0.264126953092169	0.83211227768604	Prrc2b	32	FALSE
Prrg1	OK	negbinomial.size	0.258162071711834	0.826304822340209	Prrg1	26	FALSE
Prrg2	OK	negbinomial.size	0.159886867745921	0.723153463522961	Prrg2	9	FALSE
Prrg3	OK	negbinomial.size	0.783146171021422	0.999999999737279	Prrg3	19	FALSE
Prrg4	OK	negbinomial.size	0.0409007879731188	0.381896657555198	Prrg4	8	FALSE
Prrt1	OK	negbinomial.size	0.603726354347684	0.982029241421608	Prrt1	39	FALSE
Prrt2	OK	negbinomial.size	0.117156546568632	0.637745358988028	Prrt2	24	FALSE
Prrt3	OK	negbinomial.size	0.564914755171201	0.974151619980003	Prrt3	34	FALSE
Prrt4	OK	negbinomial.size	0.00123252092934687	0.0347624581748402	Prrt4	11	FALSE
Prrx1	OK	negbinomial.size	0.162889595545722	0.728693346237316	Prrx1	39	FALSE
Prrxl1	OK	negbinomial.size	0.222795958777525	0.797576485353136	Prrxl1	26	FALSE
Prss22	OK	negbinomial.size	0.215244983597229	0.793543765735553	Prss22	6	FALSE
Prss23	OK	negbinomial.size	0.0812361551062173	0.564422459738991	Prss23	8	FALSE
Prss30	OK	negbinomial.size	0.531547237916169	0.96343578806849	Prss30	7	FALSE
Prss35	OK	negbinomial.size	0.0356249461135928	0.355353075000791	Prss35	20	FALSE
Prss36	OK	negbinomial.size	0.619753236572568	0.985995631719328	Prss36	13	FALSE
Prss42	OK	negbinomial.size	0.0902039590599135	0.585671470264998	Prss42	11	FALSE
Prss43	OK	negbinomial.size	0.728020719389111	0.999999999737279	Prss43	30	FALSE
Prss55	OK	negbinomial.size	4.93065269275327e-05	0.0031542888294174	Prss55	8	TRUE
Prune1	OK	negbinomial.size	0.483519138673543	0.956514469970524	Prune1	24	FALSE
Psat1	OK	negbinomial.size	0.530905566404134	0.96343578806849	Psat1	9	FALSE
Psd	OK	negbinomial.size	0.313220654358506	0.875236903911915	Psd	35	FALSE
Psd2	OK	negbinomial.size	0.628917674165729	0.988216622260776	Psd2	24	FALSE
Psd3	OK	negbinomial.size	0.937906999854669	0.999999999737279	Psd3	22	FALSE
Psen1	OK	negbinomial.size	0.275158340871392	0.842640623176632	Psen1	29	FALSE
Psen2	OK	negbinomial.size	0.972195653017641	0.999999999737279	Psen2	38	FALSE
Psenen	OK	negbinomial.size	0.688555138060734	0.999715467854702	Psenen	36	FALSE
Psg16	OK	negbinomial.size	0.372171927411538	0.9105189315244	Psg16	37	FALSE
Psg19	OK	negbinomial.size	0.848176025781687	0.999999999737279	Psg19	9	FALSE
Psg23	OK	negbinomial.size	0.134731133652643	0.667541895889819	Psg23	29	FALSE
Psg25	OK	negbinomial.size	0.761589192299071	0.999999999737279	Psg25	9	FALSE
Psg28	OK	negbinomial.size	0.445430117867617	0.939833163840206	Psg28	7	FALSE
Psip1	OK	negbinomial.size	0.477087711347995	0.95360930284087	Psip1	39	FALSE
Psma6	OK	negbinomial.size	0.677303509061643	0.998143063574695	Psma6	38	FALSE
Psmb10	OK	negbinomial.size	0.916886455205616	0.999999999737279	Psmb10	35	FALSE
Psmb11	OK	negbinomial.size	0.927021315355823	0.999999999737279	Psmb11	35	FALSE
Psmb2	OK	negbinomial.size	0.926662868470958	0.999999999737279	Psmb2	39	FALSE
Psmb3	OK	negbinomial.size	0.68748488717368	0.999715467854702	Psmb3	38	FALSE
Psmb6-ps2	OK	negbinomial.size	0.227422078405671	0.803184664125332	Psmb6-ps2	8	FALSE
Psmb7	OK	negbinomial.size	0.868750765613124	0.999999999737279	Psmb7	38	FALSE
Psmb7-ps2	OK	negbinomial.size	9.67762496171137e-05	0.00510608974135406	Psmb7-ps2	7	TRUE
Psmb8	OK	negbinomial.size	0.805805130500109	0.999999999737279	Psmb8	16	FALSE
Psmc3ip	OK	negbinomial.size	0.261522691289989	0.830870548175859	Psmc3ip	6	FALSE
Psmd10	OK	negbinomial.size	0.401488979434909	0.92122698687934	Psmd10	24	FALSE
Psmd13	OK	negbinomial.size	0.780070361080293	0.999999999737279	Psmd13	34	FALSE
Psmd14	OK	negbinomial.size	0.673077972658608	0.996172582804631	Psmd14	36	FALSE
Psmd4	OK	negbinomial.size	0.831632979088745	0.999999999737279	Psmd4	39	FALSE
Psmd5	OK	negbinomial.size	0.45966289642738	0.947018412887096	Psmd5	39	FALSE
Psmd6	OK	negbinomial.size	0.447282365092661	0.940737125308576	Psmd6	37	FALSE
Psme1	OK	negbinomial.size	0.650093017652253	0.991703861091013	Psme1	33	FALSE
Psme2	OK	negbinomial.size	0.888919845951487	0.999999999737279	Psme2	30	FALSE
Psme3	OK	negbinomial.size	0.693015707441077	0.999999999737279	Psme3	35	FALSE
Psme4	OK	negbinomial.size	0.477398837138926	0.95366813197299	Psme4	32	FALSE
Psmf1	OK	negbinomial.size	0.460474512754166	0.947159455109595	Psmf1	32	FALSE
Psmg1	OK	negbinomial.size	0.939367426666595	0.999999999737279	Psmg1	22	FALSE
Psmg2	OK	negbinomial.size	0.86961382882269	0.999999999737279	Psmg2	28	FALSE
Psmg3	OK	negbinomial.size	0.312468678431464	0.874426480096471	Psmg3	24	FALSE
Psmg4	OK	negbinomial.size	0.990437707373946	0.999999999737279	Psmg4	29	FALSE
Pspc1	OK	negbinomial.size	0.231343667555588	0.805758775230289	Pspc1	36	FALSE
Psph	OK	negbinomial.size	0.423963884402896	0.928610161097426	Psph	39	FALSE
Psrc1	OK	negbinomial.size	0.901863388643103	0.999999999737279	Psrc1	28	FALSE
Pstk	OK	negbinomial.size	0.488849578863276	0.957488162126501	Pstk	38	FALSE
Pstpip1	OK	negbinomial.size	0.0233089720805317	0.280983481856974	Pstpip1	7	FALSE
Pstpip2	OK	negbinomial.size	0.216405716792912	0.793543765735553	Pstpip2	12	FALSE
Ptafr	OK	negbinomial.size	0.222350116556015	0.797291156268226	Ptafr	12	FALSE
Ptar1	OK	negbinomial.size	0.00281585266878962	0.0651165929657599	Ptar1	13	FALSE
Ptbp1	OK	negbinomial.size	0.752543471574259	0.999999999737279	Ptbp1	17	FALSE
Ptbp2	OK	negbinomial.size	0.734973699182626	0.999999999737279	Ptbp2	39	FALSE
Ptbp3	OK	negbinomial.size	0.913729738634187	0.999999999737279	Ptbp3	18	FALSE
Ptcd1	OK	negbinomial.size	0.437008474874313	0.934714442559133	Ptcd1	17	FALSE
Ptcd2	OK	negbinomial.size	0.525885166861538	0.96343578806849	Ptcd2	31	FALSE
Ptcd3	OK	negbinomial.size	0.463204569253091	0.948389303431924	Ptcd3	39	FALSE
Ptch1	OK	negbinomial.size	0.536185267160264	0.964353144222373	Ptch1	21	FALSE
Ptch2	OK	negbinomial.size	0.143210021701949	0.688884985503298	Ptch2	6	FALSE
Ptchd4	OK	negbinomial.size	0.0984870165779295	0.606258808792712	Ptchd4	27	FALSE
Ptcra	OK	negbinomial.size	0.612624063300709	0.984410716147448	Ptcra	39	FALSE
Ptdss1	OK	negbinomial.size	0.875855453036524	0.999999999737279	Ptdss1	33	FALSE
Ptdss2	OK	negbinomial.size	0.68405149628693	0.999337874469986	Ptdss2	34	FALSE
Pten	OK	negbinomial.size	0.405815623542493	0.922694169451755	Pten	38	FALSE
Pter	OK	negbinomial.size	0.0844068356919085	0.57091721737656	Pter	9	FALSE
Ptgdr	OK	negbinomial.size	0.556542602617551	0.970835882740574	Ptgdr	8	FALSE
Ptgds	OK	negbinomial.size	0.771654055179619	0.999999999737279	Ptgds	26	FALSE
Ptges	OK	negbinomial.size	0.197472566432693	0.774764341088823	Ptges	8	FALSE
Ptges2	OK	negbinomial.size	0.852726274883197	0.999999999737279	Ptges2	36	FALSE
Ptges3-ps	OK	negbinomial.size	0.761524425429112	0.999999999737279	Ptges3-ps	26	FALSE
Ptges3l	OK	negbinomial.size	0.93959344551148	0.999999999737279	Ptges3l	38	FALSE
Ptgr1	OK	negbinomial.size	0.974727691817983	0.999999999737279	Ptgr1	9	FALSE
Ptgr2	OK	negbinomial.size	0.510915921976899	0.962800439818941	Ptgr2	33	FALSE
Ptgs1	OK	negbinomial.size	0.0742125994599049	0.536458560890717	Ptgs1	30	FALSE
Pth1r	OK	negbinomial.size	0.0284445589841456	0.315987394639727	Pth1r	10	FALSE
Pthlh	OK	negbinomial.size	0.545914008322259	0.968142919563255	Pthlh	22	FALSE
Ptk2b	OK	negbinomial.size	0.0182718627508673	0.241449614922175	Ptk2b	12	FALSE
Ptk6	OK	negbinomial.size	0.0194631796636207	0.251210807286268	Ptk6	14	FALSE
Ptk7	OK	negbinomial.size	0.256225213959583	0.825207269844832	Ptk7	10	FALSE
Ptn	OK	negbinomial.size	0.671320211216525	0.996172439629041	Ptn	32	FALSE
Ptov1	OK	negbinomial.size	0.864144426492696	0.999999999737279	Ptov1	37	FALSE
Ptpa	OK	negbinomial.size	0.528464342312675	0.96343578806849	Ptpa	37	FALSE
Ptpdc1	OK	negbinomial.size	0.988502197025207	0.999999999737279	Ptpdc1	19	FALSE
Ptpmt1	OK	negbinomial.size	0.890214258353674	0.999999999737279	Ptpmt1	25	FALSE
Ptpn11	OK	negbinomial.size	0.38525049935148	0.913385776515043	Ptpn11	29	FALSE
Ptpn12	OK	negbinomial.size	0.973179102227679	0.999999999737279	Ptpn12	23	FALSE
Ptpn18	OK	negbinomial.size	0.864999561152878	0.999999999737279	Ptpn18	33	FALSE
Ptpn2	OK	negbinomial.size	0.844827839307141	0.999999999737279	Ptpn2	25	FALSE
Ptpn21	OK	negbinomial.size	0.0694500693590631	0.525993292771288	Ptpn21	12	FALSE
Ptpn22	OK	negbinomial.size	0.807693863790051	0.999999999737279	Ptpn22	37	FALSE
Ptpn23	OK	negbinomial.size	0.947885714146213	0.999999999737279	Ptpn23	18	FALSE
Ptpn3	OK	negbinomial.size	0.5711398913746	0.974312352470049	Ptpn3	7	FALSE
Ptpn4	OK	negbinomial.size	0.646255105601529	0.990981333135364	Ptpn4	34	FALSE
Ptpn6	OK	negbinomial.size	0.202073394979407	0.779256660803466	Ptpn6	14	FALSE
Ptpn7	OK	negbinomial.size	0.121877998127356	0.6476749409418	Ptpn7	15	FALSE
Ptpn9	OK	negbinomial.size	0.213167541946206	0.792524020499359	Ptpn9	30	FALSE
Ptprc	OK	negbinomial.size	0.00343291449015262	0.0756058548426469	Ptprc	17	FALSE
Ptpre	OK	negbinomial.size	0.83992796955636	0.999999999737279	Ptpre	39	FALSE
Ptprf	OK	negbinomial.size	0.0239599661114914	0.286096841477576	Ptprf	14	FALSE
Ptprg	OK	negbinomial.size	0.187219014585575	0.762265503790154	Ptprg	31	FALSE
Ptprj	OK	negbinomial.size	0.212783241444634	0.791749971502571	Ptprj	14	FALSE
Ptprm	OK	negbinomial.size	0.597158244634154	0.981230926107658	Ptprm	33	FALSE
Ptprn	OK	negbinomial.size	0.703262287859201	0.999999999737279	Ptprn	35	FALSE
Ptprn2	OK	negbinomial.size	0.846676402005058	0.999999999737279	Ptprn2	34	FALSE
Ptpro	OK	negbinomial.size	0.0387368312188152	0.372469530950146	Ptpro	19	FALSE
Ptprr	OK	negbinomial.size	0.0363704741313131	0.358919152611643	Ptprr	36	FALSE
Ptprt	OK	negbinomial.size	0.00678097689934253	0.123472512438816	Ptprt	27	FALSE
Ptpru	OK	negbinomial.size	0.152822415028365	0.707459013077591	Ptpru	7	FALSE
Ptprz1	OK	negbinomial.size	0.785281509093983	0.999999999737279	Ptprz1	9	FALSE
Ptrh1	OK	negbinomial.size	0.955305780538095	0.999999999737279	Ptrh1	8	FALSE
Ptrh2	OK	negbinomial.size	0.0905673939220657	0.586658539061	Ptrh2	29	FALSE
Ptrhd1	OK	negbinomial.size	0.794225768927439	0.999999999737279	Ptrhd1	27	FALSE
Pttg1	OK	negbinomial.size	0.874193280896103	0.999999999737279	Pttg1	36	FALSE
Pttg1ip	OK	negbinomial.size	0.412074174800057	0.924665995705922	Pttg1ip	25	FALSE
Puf60	OK	negbinomial.size	0.792044746525524	0.999999999737279	Puf60	37	FALSE
Pum1	OK	negbinomial.size	0.244211606824982	0.816900880309105	Pum1	30	FALSE
Pum2	OK	negbinomial.size	0.762626440704944	0.999999999737279	Pum2	31	FALSE
Pum3	OK	negbinomial.size	0.883048444235003	0.999999999737279	Pum3	25	FALSE
Purb	OK	negbinomial.size	0.862164178757355	0.999999999737279	Purb	39	FALSE
Purg	OK	negbinomial.size	0.0867291110164956	0.576266776497996	Purg	25	FALSE
Pus1	OK	negbinomial.size	0.654656146556383	0.991703861091013	Pus1	28	FALSE
Pus10	OK	negbinomial.size	0.106862392454753	0.616852556068796	Pus10	20	FALSE
Pus3	OK	negbinomial.size	0.581445518998938	0.977056627844286	Pus3	11	FALSE
Pus7l	OK	negbinomial.size	0.207585055151932	0.785663567985011	Pus7l	7	FALSE
Pusl1	OK	negbinomial.size	0.358789698258793	0.903458486378462	Pusl1	30	FALSE
Pvr	OK	negbinomial.size	4.50397311120392e-07	8.67953151638255e-05	Pvr	11	TRUE
Pwp1	OK	negbinomial.size	0.281254630981112	0.849619692156582	Pwp1	23	FALSE
Pwp2	OK	negbinomial.size	0.453875942178768	0.945108870133595	Pwp2	14	FALSE
Pwwp2a	OK	negbinomial.size	0.230319578151715	0.804755514191652	Pwwp2a	22	FALSE
Pwwp2b	OK	negbinomial.size	0.0730644480011694	0.532679930866707	Pwwp2b	18	FALSE
Pxdc1	OK	negbinomial.size	0.610599154849158	0.984187020677871	Pxdc1	29	FALSE
Pxdn	OK	negbinomial.size	0.604210305997767	0.982029241421608	Pxdn	10	FALSE
Pxn	OK	negbinomial.size	0.922098874095109	0.999999999737279	Pxn	6	FALSE
Pxylp1	OK	negbinomial.size	1.50982980440747e-07	3.80070694523638e-05	Pxylp1	8	TRUE
Pycard	OK	negbinomial.size	0.00186969532066781	0.0478635102846233	Pycard	9	FALSE
Pycr1	OK	negbinomial.size	0.527521179477022	0.96343578806849	Pycr1	14	FALSE
Pycr2	OK	negbinomial.size	0.765069871684238	0.999999999737279	Pycr2	34	FALSE
Pycrl	OK	negbinomial.size	0.874870485092438	0.999999999737279	Pycrl	25	FALSE
Pygb	OK	negbinomial.size	0.592785790594208	0.979811011268421	Pygb	29	FALSE
Pygl	OK	negbinomial.size	0.0394744059429691	0.375257166208444	Pygl	15	FALSE
Pygm	OK	negbinomial.size	0.629981423601833	0.988216622260776	Pygm	33	FALSE
Pygo1	OK	negbinomial.size	0.762200841250629	0.999999999737279	Pygo1	31	FALSE
Pygo2	OK	negbinomial.size	0.425467502542292	0.929531299587642	Pygo2	18	FALSE
Pym1	OK	negbinomial.size	0.992131259405437	0.999999999737279	Pym1	32	FALSE
Pyroxd1	OK	negbinomial.size	0.976439605057033	0.999999999737279	Pyroxd1	14	FALSE
Pyurf	OK	negbinomial.size	0.74369567919788	0.999999999737279	Pyurf	33	FALSE
Qdpr	OK	negbinomial.size	0.914104343867769	0.999999999737279	Qdpr	35	FALSE
Qpct	OK	negbinomial.size	0.140562966019529	0.683544818873665	Qpct	11	FALSE
