	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
F2S4_160113_001_F01	Vip Pygm C1ql1	2.493742	1.627614	65.26793870416425	10.349	19.667
F2S4_151223_015_G01	Vip Pygm C1ql1	1.998507	1.255894	62.84161126280768	9.545	17.022
F2S4_151223_002_A01	Vip Pygm C1ql1	2.963769	2.119382	71.5096891829289	11.198	22.809
F2S4_151217_010_E01	Vip Pygm C1ql1	0.721124	0.517319	71.73787032465984	7.986	13.813
F2S4_151217_009_H01	Vip Pygm C1ql1	2.010397	1.478125	73.52403530248004	8.543	15.148
F2S4_151217_009_E01	Vip Pygm C1ql1	2.167375	1.559069	71.93351404348579	9.08	16.133
F2S4_151217_009_C01	Vip Pygm C1ql1	1.985715	1.37734	69.36242109265429	9.624	17.585
F1S4_180130_332_F01	Vip Pygm C1ql1	0.861192	0.671779	78.00571765645756	7.417	13.198
F1S4_180130_311_D01	Vip Pygm C1ql1	0.918806	0.63342	68.9394714444616	7.651	13.777
F1S4_180130_309_F01	Vip Pygm C1ql1	0.806817	0.680203	84.30697419613121	7.183	13.604
F1S4_180130_309_D01	Vip Pygm C1ql1	0.914538	0.751436	82.16563991873493	8.069	15.651
F1S4_180130_309_C01	Vip Pygm C1ql1	0.892756	0.768751	86.10986652568002	8.953	17.958
F1S4_170426_017_B01	Vip Pygm C1ql1	2.592387	2.044142	78.85173008505288	8.952	15.832
F1S4_170426_015_D01	Vip Pygm C1ql1	3.425584	2.880233	84.08005759018023	9.054	16.852
F1S4_170426_010_E01	Vip Pygm C1ql1	3.100652	2.584839	83.3643698164128	9.049	16.805
F1S4_160108_010_H01	Vip Pygm C1ql1	2.419309	1.797837	74.31200396476845	9.665	17.48
F1S4_160108_010_E01	Vip Pygm C1ql1	2.5204	1.830326	72.6204570703063	9.163	16.179
F1S4_160108_004_D01	Vip Pygm C1ql1	2.535637	1.657999	65.38786900490882	8.76	14.69
F1S4_160108_003_H01	Vip Pygm C1ql1	2.453188	1.717882	70.02651244013911	9.26	16.389
F2S4_160506_015_E01	Vip Pygm C1ql1	3.93313	3.552774	90.32943228421131	10.079	19.889
FYS4_171004_102_H01	Vip Ptprt Pkp2	1.388456	1.187484	85.52550458927038	7.505	13.711
F2S4_171220_002_A01	Vip Ptprt Pkp2	1.374887	1.24343	90.43870514449551	8.71	17.821
F2S4_171204_003_F01	Vip Ptprt Pkp2	0.898773	0.68663	76.39637594809811	8.18	14.884
F2S4_171204_001_G01	Vip Ptprt Pkp2	2.156598	1.617902	75.0210284902425	10.139	19.907
F2S4_171006_009_C01	Vip Ptprt Pkp2	1.423997	1.196587	84.03016298489393	8.35	15.295
F2S4_171006_008_F01	Vip Ptprt Pkp2	1.629553	1.389294	85.25614079443872	8.27	15.427
F2S4_171006_002_D01	Vip Ptprt Pkp2	1.136423	0.888743	78.20529855520347	8.454	15.542
F2S4_171006_002_C01	Vip Ptprt Pkp2	1.542093	1.228415	79.65894404552773	7.982	14.219
F2S4_171006_001_G01	Vip Ptprt Pkp2	1.515929	1.238487	81.69821937570954	8.275	15.292
F2S4_170828_007_G01	Vip Ptprt Pkp2	1.349921	1.109032	82.15532612649186	7.22	12.622
F2S4_170828_002_D01	Vip Ptprt Pkp2	1.368005	1.091036	79.75380206943687	7.609	13.477
F2S4_170707_038_H01	Vip Ptprt Pkp2	2.631327	2.035105	77.34139466512524	7.963	13.593
F2S4_170707_038_G01	Vip Ptprt Pkp2	2.573039	1.996161	77.57989676798525	7.978	13.356
F2S4_170707_038_D01	Vip Ptprt Pkp2	2.308161	1.861181	80.6347997388397	7.957	13.713
F2S4_170707_037_H01	Vip Ptprt Pkp2	2.768025	2.265327	81.83910911209256	7.877	13.637
F2S4_170707_037_D01	Vip Ptprt Pkp2	2.302407	1.61412	70.10576322952457	7.011	11.594
F2S4_170707_037_A01	Vip Ptprt Pkp2	2.425526	1.71533	70.71991807137915	9.172	16.623
F2S4_170707_036_D01	Vip Ptprt Pkp2	2.505254	1.929712	77.0266008955579	7.804	13.459
F2S4_170707_029_E01	Vip Ptprt Pkp2	2.465002	2.092781	84.89976884400093	8.007	14.161
F2S4_170707_028_C01	Vip Ptprt Pkp2	2.686095	2.290231	85.2624721016941	7.655	13.223
F2S4_170707_027_H01	Vip Ptprt Pkp2	2.402549	1.890646	78.69333778416174	7.773	13.485
F2S4_170707_020_B01	Vip Ptprt Pkp2	2.412501	2.021294	83.78417252469535	8.841	16.561
F2S4_170707_013_C01	Vip Ptprt Pkp2	2.323952	1.908344	82.11632598263648	8.613	15.584
F2S4_170707_013_B01	Vip Ptprt Pkp2	2.541747	1.991037	78.3334061179181	8.08	14.044
F2S4_170707_013_A01	Vip Ptprt Pkp2	2.606343	1.812832	69.5546211684341	8.963	15.848
F2S4_170707_012_D01	Vip Ptprt Pkp2	2.204179	1.624784	73.71379547668316	8.235	14.614
F2S4_170519_007_H01	Vip Ptprt Pkp2	2.449888	2.111191	86.17500065309108	8.877	17.197
F2S4_170519_004_F01	Vip Ptprt Pkp2	2.293733	1.772418	77.27220212640268	9.602	17.45
F2S4_170519_003_H01	Vip Ptprt Pkp2	2.226365	1.725143	77.48697989772567	9.779	18.636
F2S4_170519_003_B01	Vip Ptprt Pkp2	2.412147	1.561236	64.7239160797414	9.164	16.224
F2S4_170519_002_G01	Vip Ptprt Pkp2	3.228627	2.857972	88.51973300105588	8.062	14.297
F2S4_170519_001_B01	Vip Ptprt Pkp2	3.006687	2.523207	83.91984267068705	10.234	20.166
F2S4_170518_017_F01	Vip Ptprt Pkp2	2.301337	1.915761	83.24556551256943	8.426	14.893
F2S4_170518_017_E01	Vip Ptprt Pkp2	2.899216	2.395856	82.63806491134156	8.036	14.137
F2S4_170518_016_F01	Vip Ptprt Pkp2	2.655694	2.315952	87.2070351478747	8.36	15.307
F2S4_170518_007_G01	Vip Ptprt Pkp2	3.443099	2.537845	73.70816232701992	8.719	14.749
F2S4_170518_001_D01	Vip Ptprt Pkp2	3.572595	2.946242	82.46784200280187	9.191	16.894
F2S4_170511_001_F01	Vip Ptprt Pkp2	2.533314	2.200754	86.87253139563434	9.115	17.772
F2S4_170412_004_C01	Vip Ptprt Pkp2	3.271856	2.73555	83.60850844291436	9.255	17.396
F2S4_170403_001_G01	Vip Ptprt Pkp2	3.29418	2.898641	87.9927933506973	7.68	13.184
F2S4_170403_001_E01	Vip Ptprt Pkp2	3.23018	2.707933	83.83226321752969	9.327	16.534
F2S4_170403_001_D01	Vip Ptprt Pkp2	2.630459	2.264635	86.09276936078457	9.419	18.424
F2S4_170403_001_C01	Vip Ptprt Pkp2	3.302277	2.718597	82.32492307580496	8.732	15.137
F2S4_170403_001_B01	Vip Ptprt Pkp2	3.302689	2.60402	78.84544987432966	8.728	15.119
F2S4_170403_001_A01	Vip Ptprt Pkp2	3.302141	2.663289	80.65340032421389	11.556	22.552
F2S4_170320_004_E01	Vip Ptprt Pkp2	2.812572	1.991356	70.80195635880611	10.532	20.297
F2S4_170320_002_F01	Vip Ptprt Pkp2	2.439348	2.034906	83.4200778240743	9.076	16.948
F2S4_170221_003_G01	Vip Ptprt Pkp2	2.899802	2.322378	80.08746804092141	8.113	13.844
F2S4_170207_001_D01	Vip Ptprt Pkp2	2.81338	2.198493	78.14418955135815	8.662	15.253
F2S4_170207_001_C01	Vip Ptprt Pkp2	2.761521	2.048546	74.1818005367332	9.322	16.867
F2S4_170207_001_B01	Vip Ptprt Pkp2	2.751346	2.124855	77.22965414019176	8.671	15.154
F2S4_170207_001_A01	Vip Ptprt Pkp2	2.522915	1.86001	73.72463995021631	9.689	17.807
F2S4_170206_001_G01	Vip Ptprt Pkp2	2.498033	1.9889	79.61864394905912	8.456	15.12
F2S4_170206_001_F01	Vip Ptprt Pkp2	2.520177	2.05493	81.53911411777824	7.965	13.966
F2S4_170206_001_E01	Vip Ptprt Pkp2	2.750254	2.024575	73.61410982403808	8.13	13.846
F2S4_170206_001_D01	Vip Ptprt Pkp2	2.697099	2.13511	79.1632046135496	8.492	14.961
F2S4_170206_001_B01	Vip Ptprt Pkp2	3.122281	2.403048	76.96450127326784	8.962	15.579
F2S4_170206_001_A01	Vip Ptprt Pkp2	2.632291	1.982981	75.33289442542637	9.652	17.642
F2S4_170119_004_G01	Vip Ptprt Pkp2	2.720314	2.427462	89.2346251204824	11.05	23.515
F2S4_161107_016_H01	Vip Ptprt Pkp2	2.375675	1.832278	77.12662716912035	7.566	12.644
F2S4_161107_014_E01	Vip Ptprt Pkp2	2.608646	2.06789	79.2706254509044	8.239	14.32
F2S4_161107_014_D01	Vip Ptprt Pkp2	2.607834	2.160791	82.85768956152884	7.795	13.261
F2S4_161107_014_A01	Vip Ptprt Pkp2	2.903777	2.567322	88.41319426388459	8.512	16.215
F2S4_161107_013_G01	Vip Ptprt Pkp2	2.719974	2.233596	82.11828495419441	8.402	14.703
F2S4_161107_010_H01	Vip Ptprt Pkp2	2.375869	1.908938	80.34693832025252	8.878	16.314
F2S4_161107_010_F01	Vip Ptprt Pkp2	2.240642	1.654698	73.84928069722875	7.396	12.356
F2S4_161107_010_A01	Vip Ptprt Pkp2	2.172614	1.748927	80.49874482996059	7.768	13.513
F2S4_161107_009_B01	Vip Ptprt Pkp2	2.317624	1.882728	81.23526508182518	8.037	13.879
F2S4_161107_006_D01	Vip Ptprt Pkp2	2.499192	1.867141	74.70978620290077	7.58	12.078
F2S4_161020_010_D01	Vip Ptprt Pkp2	2.471879	2.082183	84.23482702834565	10.492	21.844
F2S4_161017_026_G01	Vip Ptprt Pkp2	2.466638	1.960328	79.4736803697989	9.969	18.977
F2S4_161017_024_F01	Vip Ptprt Pkp2	2.416492	1.905664	78.86076179850792	8.458	15.178
F2S4_161017_023_D01	Vip Ptprt Pkp2	1.813264	1.373238	75.73293243565195	9.523	18.211
F2S4_161017_022_E01	Vip Ptprt Pkp2	2.05133	1.581524	77.09749284610471	9.762	19.225
F2S4_161017_020_G01	Vip Ptprt Pkp2	2.782274	2.126046	76.41396929274399	8.367	14.242
F2S4_161017_020_B01	Vip Ptprt Pkp2	2.791177	1.957151	70.1192006096353	9.115	16.304
F2S4_161017_019_H01	Vip Ptprt Pkp2	2.37685	1.677293	70.56789448219281	9.999	20.384
F2S4_161017_019_A01	Vip Ptprt Pkp2	2.341496	1.9483	83.20748786246058	9.328	18.015
F2S4_161017_018_F01	Vip Ptprt Pkp2	2.265265	1.752867	77.38021820846568	8.582	15.039
F2S4_161017_018_C01	Vip Ptprt Pkp2	2.309045	1.834747	79.45912704169906	9.094	16.497
F2S4_161017_018_A01	Vip Ptprt Pkp2	2.558851	1.933378	75.55649000273951	10.13	19.53
F2S4_161017_017_G01	Vip Ptprt Pkp2	2.667446	2.279834	85.46879674415153	8.338	15.071
F2S4_161017_017_C01	Vip Ptprt Pkp2	2.676106	1.730925	64.68073387227562	9.624	17.565
F2S4_161017_016_H01	Vip Ptprt Pkp2	2.748758	2.261138	82.2603517661431	9.728	18.294
F2S4_161017_015_F01	Vip Ptprt Pkp2	2.94162	2.321928	78.9336488057601	10.15	20.142
F2S4_161017_015_E01	Vip Ptprt Pkp2	3.28909	2.700106	82.09279770392419	8.924	16.101
F2S4_161017_015_A01	Vip Ptprt Pkp2	3.177301	2.582527	81.28052708887196	8.986	16.356
F2S4_161017_014_C01	Vip Ptprt Pkp2	2.77496	1.920934	69.22384466803125	8.769	16.277
F2S4_161017_014_B01	Vip Ptprt Pkp2	2.885241	1.992627	69.06275766911672	9.245	16.49
F2S4_161017_013_E01	Vip Ptprt Pkp2	2.63373	2.119805	80.48680008960676	8.527	15.175
F2S4_161017_012_E01	Vip Ptprt Pkp2	1.85964	1.452544	78.1088812888516	8.781	15.984
F2S4_161017_011_A01	Vip Ptprt Pkp2	2.412723	1.835403	76.0718491099061	8.755	15.707
F2S4_161017_009_C01	Vip Ptprt Pkp2	2.255725	1.721856	76.33270899599907	8.467	14.766
F2S4_161017_008_C01	Vip Ptprt Pkp2	3.025897	2.146408	70.93460220225606	8.481	14.402
F2S4_161017_006_H01	Vip Ptprt Pkp2	2.602322	1.975617	75.9174690910656	9.96	19.222
F2S4_161017_005_C01	Vip Ptprt Pkp2	2.243279	1.813117	80.82440926875347	10.163	20.472
F2S4_161017_004_D01	Vip Ptprt Pkp2	2.263567	1.766037	78.02008953125753	9.997	19.631
F2S4_161017_002_E01	Vip Ptprt Pkp2	2.574814	1.849051	71.81299309387008	9.157	16.802
F2S4_161011_006_E01	Vip Ptprt Pkp2	2.692212	2.183837	81.116828838145	9.331	17.564
F2S4_161004_042_H01	Vip Ptprt Pkp2	3.210499	2.623949	81.7302543934759	9.122	16.143
F2S4_161004_042_C01	Vip Ptprt Pkp2	2.660754	2.310556	86.83839242560568	8.895	16.36
F2S4_160901_008_D01	Vip Ptprt Pkp2	3.137107	2.268557	72.3136635122742	9.953	18.509
F2S4_160808_032_H01	Vip Ptprt Pkp2	2.095103	1.691298	80.72624591726517	9.232	17.159
F2S4_160808_032_G01	Vip Ptprt Pkp2	2.072558	1.616987	78.01890224543776	9.656	17.477
F2S4_160808_032_C01	Vip Ptprt Pkp2	2.028203	1.638524	80.78698236813574	8.3	14.829
F2S4_160808_032_B01	Vip Ptprt Pkp2	2.123468	1.516169	71.40060504796871	9.092	16.151
F2S4_160802_005_G01	Vip Ptprt Pkp2	3.12257	2.32485	74.4530947264593	9.603	17.312
F2S4_160802_003_A01	Vip Ptprt Pkp2	2.71008	2.186347	80.67462953123155	9.42	16.562
F2S4_160802_002_H01	Vip Ptprt Pkp2	3.077281	2.229917	72.46387313995699	8.222	14.362
F2S4_160802_001_E01	Vip Ptprt Pkp2	3.05943	2.5934	84.76742399728055	8.937	16.839
F2S4_160725_001_D01	Vip Ptprt Pkp2	2.524414	2.129662	84.3626283169084	8.272	15.105
F2S4_160715_010_G01	Vip Ptprt Pkp2	2.626743	1.910382	72.72816564087161	8.053	13.448
F2S4_160715_010_F01	Vip Ptprt Pkp2	2.572602	1.931614	75.08405886336091	10.628	19.729
F2S4_160715_010_D01	Vip Ptprt Pkp2	2.644686	2.017696	76.29245967196105	10.342	19.727
F2S4_160715_010_B01	Vip Ptprt Pkp2	2.465942	2.191824	88.88384236125586	9.306	18.225
F2S4_160715_010_A01	Vip Ptprt Pkp2	2.378523	1.481503	62.28667959065353	9.462	16.619
F2S4_160715_009_H01	Vip Ptprt Pkp2	2.883059	2.427837	84.21045146838826	8.916	16.308
F2S4_160715_009_G01	Vip Ptprt Pkp2	1.805933	1.343122	74.37274804768505	9.166	16.209
F2S4_160715_009_F01	Vip Ptprt Pkp2	2.611728	1.837205	70.34442330901227	10.636	19.068
F2S4_160715_009_E01	Vip Ptprt Pkp2	2.791707	2.223907	79.66118937266697	7.956	13.422
F2S4_160715_009_D01	Vip Ptprt Pkp2	2.663188	2.154481	80.89856968415299	10.375	19.3
F2S4_160714_003_E01	Vip Ptprt Pkp2	3.437133	2.461668	71.61980639096596	10.692	20.49
F2S4_160714_003_D01	Vip Ptprt Pkp2	3.198303	2.204915	68.94015357519285	10.052	18.451
F2S4_160714_003_B01	Vip Ptprt Pkp2	2.000992	1.349135	67.42330803921254	8.397	14.594
F2S4_160714_003_A01	Vip Ptprt Pkp2	2.593149	1.659455	63.99381601288626	10.455	19.353
F2S4_160714_002_H01	Vip Ptprt Pkp2	2.748604	1.875994	68.25261114369331	10.182	19.419
F2S4_160714_002_G01	Vip Ptprt Pkp2	2.9579	1.864308	63.028094256060044	9.964	18.316
F2S4_160714_002_F01	Vip Ptprt Pkp2	2.756369	2.079783	75.45372190733534	8.81	15.925
F2S4_160707_006_B01	Vip Ptprt Pkp2	2.27804	1.750263	76.83196958789135	8.863	15.918
F2S4_160630_002_H01	Vip Ptprt Pkp2	2.354234	1.846745	78.44356168503217	8.433	15.092
F2S4_160623_028_A01	Vip Ptprt Pkp2	2.996533	2.371829	79.15244050374216	9.45	17.819
F2S4_160623_027_B01	Vip Ptprt Pkp2	2.152957	1.514101	70.32657874727643	8.363	14.423
F2S4_160623_026_G01	Vip Ptprt Pkp2	2.752081	2.167485	78.75803800832898	9.429	16.954
F2S4_160623_023_F01	Vip Ptprt Pkp2	3.326583	2.421846	72.80281297655883	10.15	19.135
F2S4_160623_022_C01	Vip Ptprt Pkp2	2.695966	1.962442	72.79179336831399	11.117	22.045
F2S4_160620_016_B01	Vip Ptprt Pkp2	2.703141	2.128363	78.73666227547878	7.902	13.35
F2S4_160620_015_A01	Vip Ptprt Pkp2	2.889094	2.500388	86.54574755961558	8.578	15.978
F2S4_160620_014_E01	Vip Ptprt Pkp2	2.623558	1.984801	75.65302539528382	8.824	15.659
F2S4_160620_006_E01	Vip Ptprt Pkp2	1.99295	1.550655	77.8070197445997	8.72	15.489
F2S4_160620_006_A01	Vip Ptprt Pkp2	2.083199	1.633381	78.40734370552212	9.149	16.864
F2S4_160620_004_G01	Vip Ptprt Pkp2	4.996193	3.730466	74.66617082246422	9.669	17.528
F2S4_160620_004_C01	Vip Ptprt Pkp2	4.892442	3.530051	72.1531496949785	10.621	19.732
F2S4_160616_014_F01	Vip Ptprt Pkp2	2.517549	2.047836	81.34244854817128	8.468	14.888
F2S4_160616_012_H01	Vip Ptprt Pkp2	2.561478	1.451189	56.65436127110988	9.429	17.258
F2S4_160616_011_H01	Vip Ptprt Pkp2	2.631123	1.980179	75.25984152014176	8.648	15.674
F2S4_160613_016_C01	Vip Ptprt Pkp2	2.032015	1.587998	78.14893098722204	9.437	17.478
F2S4_160613_015_E01	Vip Ptprt Pkp2	2.626917	1.940148	73.85646367966707	9.717	18.081
F2S4_160613_013_G01	Vip Ptprt Pkp2	3.024045	2.488795	82.3001972523557	9.402	17.912
F2S4_160613_013_A01	Vip Ptprt Pkp2	2.789314	2.333758	83.66781222910006	8.655	15.802
F2S4_160613_012_A01	Vip Ptprt Pkp2	2.207463	1.819464	82.42330675531142	7.634	13.766
F2S4_160613_011_C01	Vip Ptprt Pkp2	2.218926	1.907353	85.95838707554915	8.235	14.841
F2S4_160613_009_B01	Vip Ptprt Pkp2	2.386303	1.817914	76.18118906107063	10.335	19.875
F2S4_160602_009_D01	Vip Ptprt Pkp2	2.667534	2.214124	83.0026533869859	10.447	21.231
F2S4_160601_015_C01	Vip Ptprt Pkp2	2.501914	2.189856	87.52722915336018	8.953	17.071
F2S4_160601_011_B01	Vip Ptprt Pkp2	2.856652	2.453745	85.89583190392109	8.726	16.062
F2S4_160601_010_B01	Vip Ptprt Pkp2	2.7772	2.44204	87.93172979979835	9.032	17.308
F2S4_160601_009_F01	Vip Ptprt Pkp2	3.138466	2.373597	75.62920866436023	9.855	18.18
F2S4_160601_009_B01	Vip Ptprt Pkp2	2.689473	2.115287	78.65061296395241	9.393	17.347
F2S4_160601_008_F01	Vip Ptprt Pkp2	3.334566	2.92453	87.70346725780806	9.223	18.107
F2S4_160601_003_H01	Vip Ptprt Pkp2	2.425553	1.997185	82.3393675586557	9.662	18.561
F2S4_160531_022_H01	Vip Ptprt Pkp2	2.660885	2.105456	79.12615539566724	9.687	19.168
F2S4_160531_021_D01	Vip Ptprt Pkp2	2.413849	1.618092	67.0336876913179	9.194	16.381
F2S4_160531_018_A01	Vip Ptprt Pkp2	3.119304	2.508207	80.40918743411993	10.095	19.745
F2S4_160531_015_F01	Vip Ptprt Pkp2	2.586115	1.869221	72.27911365117174	10.284	19.423
F2S4_160531_007_A01	Vip Ptprt Pkp2	3.765511	3.241013	86.07100072207994	10.462	20.618
F2S4_160531_003_C01	Vip Ptprt Pkp2	2.386957	1.709012	71.59793829549506	9.498	17.559
F2S4_160526_021_H01	Vip Ptprt Pkp2	2.336542	1.924336	82.35828844506112	10.302	21.082
F2S4_160526_020_D01	Vip Ptprt Pkp2	2.657231	2.293609	86.31575500963221	9.036	17.471
F2S4_160526_019_F01	Vip Ptprt Pkp2	2.903283	2.35274	81.03722578887418	9.802	18.722
F2S4_160526_018_B01	Vip Ptprt Pkp2	2.69314	2.334446	86.68119741268555	10.356	21.281
F2S4_160526_017_H01	Vip Ptprt Pkp2	2.467913	1.91123	77.4431675670901	9.006	16.708
F2S4_160526_017_D01	Vip Ptprt Pkp2	3.137121	2.682814	85.51834627991715	9.59	18.62
F2S4_160525_020_H01	Vip Ptprt Pkp2	2.494002	2.06239	82.69399944346476	8.913	16.509
F2S4_160525_018_F01	Vip Ptprt Pkp2	2.605921	2.462804	94.50800695800066	8.648	17.492
F2S4_160525_017_H01	Vip Ptprt Pkp2	2.172844	1.653088	76.07946083566054	9.98	18.752
F2S4_160525_009_A01	Vip Ptprt Pkp2	2.297438	1.610406	70.09573272488745	9.309	16.52
F2S4_160525_006_G01	Vip Ptprt Pkp2	2.812371	1.957134	69.59017853618886	9.474	17.42
F2S4_160525_006_E01	Vip Ptprt Pkp2	2.902202	1.924928	66.32646521503327	10.437	19.857
F2S4_160525_004_E01	Vip Ptprt Pkp2	3.191836	2.664564	83.48060489323387	11.073	22.932
F2S4_160524_017_D01	Vip Ptprt Pkp2	2.701372	2.279417	84.37997432415824	8.857	16.411
F2S4_160524_013_F01	Vip Ptprt Pkp2	3.875554	2.585556	66.71448778677835	9.557	16.453
F2S4_160524_010_H01	Vip Ptprt Pkp2	4.373446	3.402925	77.80878053598924	8.013	13.06
F2S4_160524_002_D01	Vip Ptprt Pkp2	4.117793	3.190284	77.47557975838029	8.33	13.948
F2S4_160524_002_A01	Vip Ptprt Pkp2	3.678431	2.343321	63.70436199564434	9.858	17.216
F2S4_160523_007_F01	Vip Ptprt Pkp2	5.383796	4.482013	83.25005256514177	10.488	20.789
F2S4_160523_002_D01	Vip Ptprt Pkp2	3.574582	2.47009	69.1015061341438	9.617	17.159
F2S4_160518_023_F01	Vip Ptprt Pkp2	3.062862	2.395275	78.20381721409582	10.134	19.128
F2S4_160518_012_C01	Vip Ptprt Pkp2	3.399097	2.342848	68.92559994610333	10.471	19.563
F2S4_160518_004_E01	Vip Ptprt Pkp2	3.407839	2.469681	72.47058913287864	9.351	16.876
F2S4_160517_017_C01	Vip Ptprt Pkp2	3.868359	3.263643	84.36763495838933	8.681	15.661
F2S4_160516_017_D01	Vip Ptprt Pkp2	2.464052	2.032612	82.49062925620075	7.949	14.326
F2S4_160516_014_D01	Vip Ptprt Pkp2	2.693143	2.313886	85.91768056876296	8.067	14.769
F2S4_160516_009_C01	Vip Ptprt Pkp2	2.572208	1.87795	73.00925897128072	8.986	15.869
F2S4_160516_008_G01	Vip Ptprt Pkp2	2.642931	1.688576	63.89027939057055	9.22	16.18
F2S4_160506_010_E01	Vip Ptprt Pkp2	3.625628	3.25989	89.91242344774479	9.882	19.469
F2S4_160506_006_D01	Vip Ptprt Pkp2	3.014659	2.262621	75.05396132696933	10.041	18.93
F2S4_160506_002_F01	Vip Ptprt Pkp2	2.609928	2.311201	88.55420532673698	10.213	21.439
F2S4_160505_021_D01	Vip Ptprt Pkp2	4.047592	3.227628	79.74193051078271	8.907	16.202
F2S4_160505_020_H01	Vip Ptprt Pkp2	3.088553	2.233929	72.3293076078021	9.354	16.734
F2S4_160505_016_B01	Vip Ptprt Pkp2	4.075157	3.436778	84.33486120902826	9.742	18.068
F2S4_160505_014_B01	Vip Ptprt Pkp2	3.374512	2.737075	81.11024645933989	9.774	19.241
F2S4_160505_001_C01	Vip Ptprt Pkp2	3.206619	2.569606	80.13443443078208	8.855	16.085
F2S4_160503_010_G01	Vip Ptprt Pkp2	2.867874	2.498284	87.11275321021775	10.33	21.311
F2S4_160503_010_C01	Vip Ptprt Pkp2	2.698154	2.335532	86.56036682857984	9.856	19.713
F2S4_160503_010_B01	Vip Ptprt Pkp2	2.749379	2.198838	79.9758054455206	10.049	19.729
F2S4_160503_006_E01	Vip Ptprt Pkp2	2.910534	2.398542	82.40900123482494	9.367	17.416
F2S4_160503_001_H01	Vip Ptprt Pkp2	2.646828	2.078378	78.52334945829497	10.697	21.292
F2S4_160502_013_A01	Vip Ptprt Pkp2	2.978606	2.514101	84.40528891703032	9.105	17.359
F2S4_160502_010_G01	Vip Ptprt Pkp2	3.407378	2.77024	81.30122340403676	9.501	18.101
F2S4_160429_019_E01	Vip Ptprt Pkp2	0.234795	0.189551	80.73042441278562	6.179	10.372
F2S4_160429_019_D01	Vip Ptprt Pkp2	2.76077	2.338804	84.71564092626333	8.763	15.979
F2S4_160429_011_G01	Vip Ptprt Pkp2	2.730928	2.361397	86.46866559645659	8.982	17.172
F2S4_160422_020_E01	Vip Ptprt Pkp2	2.294991	1.934791	84.30494934402792	8.663	16.224
F2S4_160422_007_G01	Vip Ptprt Pkp2	2.593894	1.859125	71.67312927976239	9.215	16.842
F2S4_160422_003_D01	Vip Ptprt Pkp2	2.711726	2.110129	77.8149783569579	9.275	17.286
F2S4_160421_017_B01	Vip Ptprt Pkp2	2.968047	2.374534	80.00324792700386	8.421	14.834
F2S4_160421_001_G01	Vip Ptprt Pkp2	2.662805	2.113939	79.38767577798599	9.297	17.264
F2S4_160421_001_F01	Vip Ptprt Pkp2	2.804641	2.320615	82.74196234027814	9.67	18.308
F2S4_160421_001_E01	Vip Ptprt Pkp2	2.648087	2.006104	75.75672551543813	8.932	15.843
F2S4_160420_033_B01	Vip Ptprt Pkp2	2.88111	2.409351	83.625790060081	9.642	18.24
F2S4_160420_033_A01	Vip Ptprt Pkp2	3.389518	2.838118	83.73220027154305	11.391	24.229
F2S4_160420_032_B01	Vip Ptprt Pkp2	3.059872	2.692593	87.99691621087419	10.651	22.396
F2S4_160420_031_B01	Vip Ptprt Pkp2	2.796936	2.340538	83.68221510967716	7.729	13.501
F2S4_160420_029_A01	Vip Ptprt Pkp2	3.489099	3.054419	87.54176937943005	10.169	20.644
F2S4_160420_027_A01	Vip Ptprt Pkp2	4.058782	3.653217	90.0077166006945	9.583	18.862
F2S4_160420_025_B01	Vip Ptprt Pkp2	3.347155	2.74398	81.97947211885915	8.936	16.3
F2S4_160420_018_C01	Vip Ptprt Pkp2	2.924692	2.024523	69.22175052962842	10.353	19.698
F2S4_160420_009_A01	Vip Ptprt Pkp2	2.457763	1.974596	80.34118830822989	11.069	22.876
F2S4_160420_005_E01	Vip Ptprt Pkp2	2.638686	2.092958	79.31819094807037	9.821	19.156
F2S4_160420_004_E01	Vip Ptprt Pkp2	2.504114	2.171466	86.7159402487267	10.147	20.168
F2S4_160420_004_D01	Vip Ptprt Pkp2	2.530283	1.895868	74.92711289606736	9.217	17.208
F2S4_160420_002_B01	Vip Ptprt Pkp2	3.165622	2.137784	67.53124662388623	10.713	20.511
F2S4_160419_023_F01	Vip Ptprt Pkp2	2.512246	2.256848	89.83387773331116	8.523	15.996
F2S4_160419_013_H01	Vip Ptprt Pkp2	2.964222	2.314659	78.08656031835672	9.543	17.175
F2S4_160419_012_G01	Vip Ptprt Pkp2	3.197359	2.79913	87.54506453607492	8.984	17.013
F2S4_160419_007_G01	Vip Ptprt Pkp2	2.776238	2.017525	72.67118309021056	9.667	18.464
F2S4_160419_007_D01	Vip Ptprt Pkp2	2.941845	2.535154	86.17564827514707	9.862	19.502
F2S4_160419_006_G01	Vip Ptprt Pkp2	2.565452	2.159527	84.17725219571444	7.888	13.839
F2S4_160419_005_D01	Vip Ptprt Pkp2	2.41272	1.765577	73.17786564541264	9.395	17.107
F2S4_160415_003_D01	Vip Ptprt Pkp2	2.615138	2.244531	85.82839605405145	9.773	19.669
F2S4_160407_002_G01	Vip Ptprt Pkp2	3.446955	3.141287	91.1322312011616	8.464	16.47
F2S4_160406_003_E01	Vip Ptprt Pkp2	2.247056	1.456986	64.83977257353621	5.956	7.929
F2S4_160406_003_D01	Vip Ptprt Pkp2	2.794088	2.34036	83.76114138137382	7.55	12.99
