SRA	Cell
SRR7313597	F2S4_160819_007_A01
SRR7313599	F2S4_160819_007_B01
SRR7313600	F2S4_160819_007_C01
SRR7313601	F2S4_160819_007_D01
SRR7313602	F2S4_160819_007_E01
SRR7313603	F2S4_160819_007_F01
SRR7313604	F2S4_160819_007_G01
SRR7313605	F2S4_160819_007_H01
SRR7313606	F2S4_160819_008_A01
SRR7313607	F2S4_160819_008_B01
SRR7313608	F2S4_160819_008_C01
SRR7313610	F2S4_160819_008_D01
SRR7313611	F2S4_160819_008_E01
SRR7313612	F2S4_160819_008_F01
SRR7313613	F2S4_160819_008_G01
SRR7313614	F2S4_160819_008_H01
SRR7313615	F2S4_160819_009_A01
SRR7313616	F2S4_160819_009_B01
SRR7313617	F2S4_160819_009_C01
SRR7313618	F2S4_160819_009_D01
SRR7313619	F2S4_160819_009_E01
SRR7313621	F2S4_160819_009_F01
SRR7313622	F2S4_160819_009_G01
SRR7313623	F2S4_160819_009_H01
SRR7313624	F2S4_160819_010_A01
SRR7313625	F2S4_160819_010_B01
SRR7313626	F2S4_160819_010_C01
SRR7313627	F2S4_160819_010_D01
SRR7313628	F2S4_160819_010_E01
SRR7313629	F2S4_160819_010_F01
SRR7313630	F2S4_160819_010_G01
SRR7313633	F2S4_160819_010_H01
SRR7313634	F2S4_160819_011_A01
SRR7313635	F2S4_160819_011_B01
SRR7313636	F2S4_160819_011_C01
SRR7313637	F2S4_160819_011_D01
SRR7313638	F2S4_160819_011_E01
SRR7313639	F2S4_160819_011_F01
SRR7313640	F2S4_160819_011_G01
SRR7313641	F2S4_160819_011_H01
SRR7313642	F2S4_160819_012_A01
SRR7313644	F2S4_160819_012_B01
SRR7313645	F2S4_160819_012_C01
SRR7313646	F2S4_160819_012_D01
SRR7313647	F2S4_160819_012_E01
SRR7313648	F2S4_160819_012_F01
SRR7313649	F2S4_160819_012_G01
SRR7313650	F2S4_160819_012_H01
SRR7313651	F2S4_160819_013_A01
SRR7313652	F2S4_160819_013_B01
SRR7313653	F2S4_160819_013_C01
SRR7313655	F2S4_160819_013_D01
SRR7313656	F2S4_160819_013_E01
SRR7313657	F2S4_160819_013_F01
SRR7313658	F2S4_160819_013_G01
SRR7313659	F2S4_160819_013_H01
SRR7330645	F2S4_160825_058_A01
SRR7330647	F2S4_160825_058_B01
SRR7330648	F2S4_160825_058_C01
SRR7330649	F2S4_160825_058_D01
SRR7330650	F2S4_160825_058_E01
SRR7330651	F2S4_160825_058_F01
SRR7330652	F2S4_160825_058_G01
SRR7330653	F2S4_160825_058_H01
SRR7330654	F2S4_160825_059_A01
SRR7330655	F2S4_160825_059_B01
SRR7330656	F2S4_160825_059_C01
SRR7330658	F2S4_160825_059_D01
SRR7330659	F2S4_160825_059_E01
SRR7330660	F2S4_160825_059_F01
SRR7330661	F2S4_160825_059_G01
SRR7330662	F2S4_160825_059_H01
SRR7330663	F2S4_160825_060_A01
SRR7330664	F2S4_160825_060_B01
SRR7330665	F2S4_160825_060_C01
SRR7330666	F2S4_160825_060_D01
SRR7330667	F2S4_160825_060_E01
SRR7330669	F2S4_160825_060_F01
SRR7330670	F2S4_160825_060_G01
SRR7330671	F2S4_160825_060_H01
SRR7330672	F2S4_160825_061_A01
SRR7330673	F2S4_160825_061_B01
SRR7330674	F2S4_160825_061_C01
SRR7330675	F2S4_160825_061_D01
SRR7330676	F2S4_160825_061_E01
SRR7330677	F2S4_160825_061_F01
SRR7330678	F2S4_160825_061_G01
SRR7330680	F2S4_160825_061_H01
SRR7323176	F0S4_160708_024_A01
SRR7323924	F0S4_160708_024_B01
SRR7323177	F0S4_160708_024_C01
SRR7323925	F0S4_160708_024_D01
SRR7321470	F0S4_160708_024_E01
SRR7321471	F0S4_160708_024_F01
SRR7322822	F0S4_160708_024_G01
SRR7322823	F0S4_160708_024_H01
SRR7330681	F2S4_160829_001_A01
SRR7330682	F2S4_160829_001_B01
SRR7330683	F2S4_160829_001_C01
SRR7330684	F2S4_160829_001_D01
SRR7330685	F2S4_160829_001_E01
SRR7330686	F2S4_160829_001_F01
SRR7330687	F2S4_160829_001_G01
SRR7330688	F2S4_160829_001_H01
SRR7330689	F2S4_160829_002_A01
SRR7330692	F2S4_160829_002_B01
SRR7330746	F2S4_160829_002_C01
SRR7330757	F2S4_160829_002_D01
SRR7330768	F2S4_160829_002_E01
SRR7330779	F2S4_160829_002_F01
SRR7330784	F2S4_160829_002_G01
SRR7330785	F2S4_160829_002_H01
SRR7330786	F2S4_160829_003_A01
SRR7330787	F2S4_160829_003_B01
SRR7330788	F2S4_160829_003_C01
SRR7330747	F2S4_160829_003_D01
SRR7330748	F2S4_160829_003_E01
SRR7330749	F2S4_160829_003_F01
SRR7330750	F2S4_160829_003_G01
SRR7330751	F2S4_160829_003_H01
SRR7330752	F2S4_160829_004_A01
SRR7330753	F2S4_160829_004_B01
SRR7330754	F2S4_160829_004_C01
SRR7330755	F2S4_160829_004_D01
SRR7330756	F2S4_160829_004_E01
SRR7330758	F2S4_160829_004_F01
SRR7330759	F2S4_160829_004_G01
SRR7330760	F2S4_160829_004_H01
SRR7330761	F2S4_160829_005_A01
SRR7330762	F2S4_160829_005_B01
SRR7330763	F2S4_160829_005_C01
SRR7330764	F2S4_160829_005_D01
SRR7330765	F2S4_160829_005_E01
SRR7330766	F2S4_160829_005_F01
SRR7330767	F2S4_160829_005_G01
SRR7330769	F2S4_160829_005_H01
SRR7330770	F2S4_160829_006_B01
SRR7330771	F2S4_160829_006_C01
SRR7330772	F2S4_160829_006_D01
SRR7330773	F2S4_160829_006_E01
SRR7330774	F2S4_160829_006_F01
SRR7330775	F2S4_160829_006_G01
SRR7330776	F2S4_160829_006_H01
SRR7311317	F2S4_160830_001_A01
SRR7311428	F2S4_160830_001_B01
SRR7311539	F2S4_160830_001_C01
SRR7311650	F2S4_160830_001_D01
SRR7311761	F2S4_160830_001_E01
SRR7311773	F2S4_160830_001_F01
SRR7311784	F2S4_160830_001_G01
SRR7311795	F2S4_160830_001_H01
SRR7311806	F2S4_160830_002_A01
SRR7311318	F2S4_160830_002_B01
SRR7311329	F2S4_160830_002_C01
SRR7311340	F2S4_160830_002_D01
SRR7311351	F2S4_160830_002_E01
SRR7311362	F2S4_160830_002_F01
SRR7311373	F2S4_160830_002_G01
SRR7311384	F2S4_160830_002_H01
SRR7311395	F2S4_160830_003_A01
SRR7311406	F2S4_160830_003_B01
SRR7311417	F2S4_160830_003_C01
SRR7311429	F2S4_160830_003_D01
SRR7311440	F2S4_160830_003_E01
SRR7311451	F2S4_160830_003_F01
SRR7311462	F2S4_160830_003_G01
SRR7311473	F2S4_160830_003_H01
SRR7311484	F2S4_160830_004_A01
SRR7311495	F2S4_160830_004_B01
SRR7311506	F2S4_160830_004_C01
SRR7311517	F2S4_160830_004_D01
SRR7311528	F2S4_160830_004_E01
SRR7311540	F2S4_160830_004_F01
SRR7311551	F2S4_160830_004_G01
SRR7311562	F2S4_160830_004_H01
SRR7311573	F2S4_160830_005_C01
SRR7311584	F2S4_160830_005_D01
SRR7311595	F2S4_160830_005_E01
SRR7311606	F2S4_160830_005_F01
SRR7311617	F2S4_160830_005_G01
SRR7311628	F2S4_160830_005_H01
SRR7323178	F0S4_160708_027_A01
SRR7323926	F0S4_160708_027_B01
SRR7323179	F0S4_160708_027_C01
SRR7323927	F0S4_160708_027_D01
SRR7321472	F0S4_160708_027_E01
SRR7321473	F0S4_160708_027_F01
SRR7322824	F0S4_160708_027_G01
SRR7322825	F0S4_160708_027_H01
SRR7311639	F2S4_160831_001_A01
SRR7311651	F2S4_160831_001_B01
SRR7311662	F2S4_160831_001_C01
SRR7311673	F2S4_160831_001_D01
SRR7311684	F2S4_160831_001_E01
SRR7311695	F2S4_160831_001_F01
SRR7311706	F2S4_160831_001_G01
SRR7311717	F2S4_160831_001_H01
SRR7311728	F2S4_160831_002_A01
SRR7311739	F2S4_160831_002_B01
SRR7311750	F2S4_160831_002_C01
SRR7311762	F2S4_160831_002_D01
SRR7311764	F2S4_160831_002_E01
SRR7311765	F2S4_160831_002_F01
SRR7311766	F2S4_160831_002_G01
SRR7311767	F2S4_160831_002_H01
SRR7311768	F2S4_160831_003_A01
SRR7311769	F2S4_160831_003_B01
SRR7311770	F2S4_160831_003_C01
SRR7311771	F2S4_160831_003_D01
SRR7311772	F2S4_160831_003_E01
SRR7311774	F2S4_160831_003_F01
SRR7311775	F2S4_160831_003_G01
SRR7311776	F2S4_160831_003_H01
SRR7339613	F2S4_160901_001_A01
SRR7339653	F2S4_160901_001_B01
SRR7339664	F2S4_160901_001_C01
SRR7339675	F2S4_160901_001_D01
SRR7339686	F2S4_160901_001_E01
SRR7339697	F2S4_160901_001_F01
SRR7339708	F2S4_160901_001_G01
SRR7339719	F2S4_160901_001_H01
SRR7339730	F2S4_160901_002_A01
SRR7339614	F2S4_160901_002_B01
SRR7339625	F2S4_160901_002_C01
SRR7339636	F2S4_160901_002_D01
SRR7339646	F2S4_160901_002_E01
SRR7339647	F2S4_160901_002_F01
SRR7339648	F2S4_160901_002_G01
SRR7339649	F2S4_160901_002_H01
SRR7339650	F2S4_160901_003_A01
SRR7339651	F2S4_160901_003_B01
SRR7339652	F2S4_160901_003_C01
SRR7339654	F2S4_160901_003_D01
SRR7339655	F2S4_160901_003_E01
SRR7339656	F2S4_160901_003_F01
SRR7339657	F2S4_160901_003_G01
SRR7339658	F2S4_160901_003_H01
SRR7311777	F2S4_160901_019_A01
SRR7311778	F2S4_160901_019_B01
SRR7311779	F2S4_160901_019_C01
SRR7311780	F2S4_160901_019_D01
SRR7311781	F2S4_160901_019_E01
SRR7311782	F2S4_160901_019_F01
SRR7311783	F2S4_160901_019_G01
SRR7311785	F2S4_160901_019_H01
SRR7311786	F2S4_160901_020_A01
SRR7311787	F2S4_160901_020_B01
SRR7311788	F2S4_160901_020_C01
SRR7311789	F2S4_160901_020_D01
SRR7311790	F2S4_160901_020_E01
SRR7311791	F2S4_160901_020_F01
SRR7311792	F2S4_160901_020_G01
SRR7311793	F2S4_160901_020_H01
SRR7311794	F2S4_160901_021_A01
SRR7311796	F2S4_160901_021_B01
SRR7311797	F2S4_160901_021_C01
SRR7311798	F2S4_160901_021_D01
SRR7311799	F2S4_160901_021_E01
SRR7311800	F2S4_160901_021_F01
SRR7311801	F2S4_160901_021_G01
SRR7311802	F2S4_160901_021_H01
SRR7311803	F2S4_160902_001_A01
SRR7311804	F2S4_160902_001_B01
SRR7311805	F2S4_160902_001_C01
SRR7311807	F2S4_160902_001_D01
SRR7311808	F2S4_160902_001_E01
SRR7311809	F2S4_160902_001_F01
SRR7311810	F2S4_160902_001_G01
SRR7311811	F2S4_160902_001_H01
SRR7311812	F2S4_160902_002_A01
SRR7311813	F2S4_160902_002_B01
SRR7311814	F2S4_160902_002_C01
SRR7311815	F2S4_160902_002_D01
SRR7311816	F2S4_160902_002_E01
SRR7311319	F2S4_160902_002_F01
SRR7311320	F2S4_160902_002_G01
SRR7311321	F2S4_160902_002_H01
SRR7323180	F0S4_160708_028_A01
SRR7323928	F0S4_160708_028_B01
SRR7323182	F0S4_160708_028_C01
SRR7323930	F0S4_160708_028_D01
SRR7321475	F0S4_160708_028_E01
SRR7321476	F0S4_160708_028_F01
SRR7322827	F0S4_160708_028_G01
SRR7322828	F0S4_160708_028_H01
SRR7311322	F2S4_160831_004_A01
SRR7311323	F2S4_160831_004_B01
SRR7311324	F2S4_160831_004_C01
SRR7311325	F2S4_160831_004_D01
SRR7311326	F2S4_160831_004_E01
SRR7311327	F2S4_160831_004_F01
SRR7311328	F2S4_160831_004_G01
SRR7311330	F2S4_160831_004_H01
SRR7339659	F2S4_160901_009_A01
SRR7339660	F2S4_160901_009_B01
SRR7339661	F2S4_160901_009_C01
SRR7339662	F2S4_160901_009_D01
SRR7339663	F2S4_160901_009_E01
SRR7339665	F2S4_160901_009_F01
SRR7339666	F2S4_160901_009_G01
SRR7339667	F2S4_160901_009_H01
SRR7339668	F2S4_160901_010_A01
SRR7339669	F2S4_160901_010_B01
SRR7339670	F2S4_160901_010_C01
SRR7339671	F2S4_160901_010_D01
SRR7339672	F2S4_160901_010_E01
SRR7339673	F2S4_160901_010_F01
SRR7339674	F2S4_160901_010_G01
SRR7339676	F2S4_160901_010_H01
SRR7339677	F2S4_160901_011_A01
SRR7339678	F2S4_160901_011_B01
SRR7339679	F2S4_160901_011_C01
SRR7339680	F2S4_160901_011_D01
SRR7339681	F2S4_160901_011_E01
SRR7339682	F2S4_160901_011_F01
SRR7339683	F2S4_160901_011_G01
SRR7339684	F2S4_160901_011_H01
SRR7311331	F2S4_160901_017_A01
SRR7311332	F2S4_160901_017_B01
SRR7311333	F2S4_160901_017_C01
SRR7311334	F2S4_160901_017_D01
SRR7311335	F2S4_160901_017_E01
SRR7311336	F2S4_160901_017_F01
SRR7311337	F2S4_160901_017_G01
SRR7311338	F2S4_160901_017_H01
SRR7311339	F2S4_160901_018_A01
SRR7311341	F2S4_160901_018_B01
SRR7311342	F2S4_160901_018_C01
SRR7311343	F2S4_160901_018_D01
SRR7311344	F2S4_160901_018_E01
SRR7311345	F2S4_160901_018_F01
SRR7311346	F2S4_160901_018_G01
SRR7311347	F2S4_160901_018_H01
SRR7311348	F2S4_160901_022_A01
SRR7311349	F2S4_160901_022_B01
SRR7311350	F2S4_160901_022_C01
SRR7311352	F2S4_160901_022_D01
SRR7311353	F2S4_160901_022_E01
SRR7311354	F2S4_160901_022_F01
SRR7311355	F2S4_160901_022_G01
SRR7311356	F2S4_160901_022_H01
SRR7311357	F2S4_160901_023_A01
SRR7311358	F2S4_160901_023_B01
SRR7311359	F2S4_160901_023_C01
SRR7311360	F2S4_160901_023_D01
SRR7311361	F2S4_160901_023_E01
SRR7311363	F2S4_160901_023_F01
SRR7311364	F2S4_160901_023_G01
SRR7311365	F2S4_160901_023_H01
SRR7311366	F2S4_160902_003_A01
SRR7311367	F2S4_160902_003_B01
SRR7311368	F2S4_160902_003_C01
SRR7311369	F2S4_160902_003_D01
SRR7311370	F2S4_160902_003_E01
SRR7311371	F2S4_160902_003_F01
SRR7311372	F2S4_160902_003_G01
SRR7311374	F2S4_160902_003_H01
SRR7311375	F2S4_160902_004_A01
SRR7311376	F2S4_160902_004_B01
SRR7311377	F2S4_160902_004_C01
SRR7311378	F2S4_160902_004_D01
SRR7311379	F2S4_160902_004_E01
SRR7311380	F2S4_160902_004_F01
SRR7311381	F2S4_160902_004_G01
SRR7311382	F2S4_160902_004_H01
SRR7311383	F2S4_160902_005_A01
SRR7311385	F2S4_160902_005_B01
SRR7311386	F2S4_160902_005_C01
SRR7311387	F2S4_160902_005_D01
SRR7311388	F2S4_160902_005_E01
SRR7311389	F2S4_160902_005_F01
SRR7323183	F0S4_160708_029_A01
SRR7323931	F0S4_160708_029_B01
SRR7323184	F0S4_160708_029_C01
SRR7323932	F0S4_160708_029_D01
SRR7321477	F0S4_160708_029_E01
SRR7321478	F0S4_160708_029_F01
SRR7322829	F0S4_160708_029_G01
SRR7322830	F0S4_160708_029_H01
SRR7311390	F2S4_160906_001_A01
SRR7311391	F2S4_160906_001_B01
SRR7311392	F2S4_160906_001_C01
SRR7311393	F2S4_160906_001_D01
SRR7311394	F2S4_160906_001_E01
SRR7311396	F2S4_160906_001_F01
SRR7311397	F2S4_160906_001_G01
SRR7311398	F2S4_160906_001_H01
SRR7311399	F2S4_160906_002_A01
SRR7311400	F2S4_160906_002_B01
SRR7311401	F2S4_160906_002_C01
SRR7311402	F2S4_160906_002_D01
SRR7311403	F2S4_160906_002_E01
SRR7311404	F2S4_160906_002_F01
SRR7311405	F2S4_160906_002_G01
SRR7311407	F2S4_160906_002_H01
SRR7311408	F2S4_160906_003_A01
SRR7311409	F2S4_160906_003_B01
SRR7311410	F2S4_160906_003_C01
SRR7311411	F2S4_160906_003_D01
SRR7311412	F2S4_160906_003_E01
SRR7311413	F2S4_160906_003_F01
SRR7311414	F2S4_160906_003_G01
SRR7311415	F2S4_160906_003_H01
SRR7311416	F2S4_160906_004_A01
SRR7311418	F2S4_160906_004_B01
SRR7311419	F2S4_160906_004_C01
SRR7311420	F2S4_160906_004_D01
SRR7311421	F2S4_160906_004_E01
SRR7311422	F2S4_160906_004_F01
SRR7311423	F2S4_160906_004_G01
SRR7311424	F2S4_160906_004_H01
SRR7311425	F2S4_160907_001_A01
SRR7311426	F2S4_160907_001_B01
SRR7311427	F2S4_160907_001_C01
SRR7311430	F2S4_160907_001_D01
SRR7311431	F2S4_160907_001_E01
SRR7311432	F2S4_160907_001_F01
SRR7311433	F2S4_160907_001_G01
SRR7311434	F2S4_160907_001_H01
SRR7311435	F2S4_160907_002_A01
SRR7311436	F2S4_160907_002_B01
SRR7311437	F2S4_160907_002_C01
SRR7311438	F2S4_160907_002_D01
SRR7311439	F2S4_160907_002_E01
SRR7311441	F2S4_160907_002_F01
SRR7311442	F2S4_160907_002_G01
SRR7311443	F2S4_160907_002_H01
SRR7311444	F2S4_160907_008_A01
SRR7311445	F2S4_160907_008_B01
SRR7311446	F2S4_160907_008_C01
SRR7311447	F2S4_160907_008_D01
SRR7311448	F2S4_160907_008_E01
SRR7311449	F2S4_160907_008_F01
SRR7311450	F2S4_160907_008_G01
SRR7311452	F2S4_160907_008_H01
SRR7311453	F2S4_160907_009_A01
SRR7311454	F2S4_160907_009_B01
SRR7311455	F2S4_160907_009_C01
SRR7311456	F2S4_160907_009_D01
SRR7311457	F2S4_160907_009_E01
SRR7311458	F2S4_160907_009_F01
SRR7311459	F2S4_160907_009_G01
SRR7311460	F2S4_160907_009_H01
SRR7311461	F2S4_160908_001_A01
SRR7311463	F2S4_160908_001_B01
SRR7311464	F2S4_160908_001_C01
SRR7311465	F2S4_160908_001_D01
SRR7311466	F2S4_160908_001_E01
SRR7311467	F2S4_160908_001_F01
SRR7311468	F2S4_160908_001_G01
SRR7311469	F2S4_160908_001_H01
SRR7311470	F2S4_160908_002_A01
SRR7311471	F2S4_160908_002_B01
SRR7311472	F2S4_160908_002_C01
SRR7311474	F2S4_160908_002_D01
SRR7311475	F2S4_160908_002_E01
SRR7311476	F2S4_160908_002_F01
SRR7311477	F2S4_160908_002_G01
SRR7311478	F2S4_160908_002_H01
SRR7311479	F2S4_160908_003_A01
SRR7311480	F2S4_160908_003_B01
SRR7311481	F2S4_160908_003_C01
SRR7311482	F2S4_160908_003_D01
SRR7311483	F2S4_160908_003_E01
SRR7311485	F2S4_160908_003_F01
SRR7311486	F2S4_160908_003_G01
SRR7311487	F2S4_160908_003_H01
SRR7323185	F0S4_160708_030_A01
SRR7323933	F0S4_160708_030_B01
SRR7323186	F0S4_160708_030_C01
SRR7323934	F0S4_160708_030_D01
SRR7321479	F0S4_160708_030_E01
SRR7321480	F0S4_160708_030_F01
SRR7322831	F0S4_160708_030_G01
SRR7322832	F0S4_160708_030_H01
SRR7311488	F2S4_160906_005_A01
SRR7311489	F2S4_160906_005_B01
SRR7311490	F2S4_160906_005_C01
SRR7311491	F2S4_160906_005_D01
SRR7311492	F2S4_160906_005_E01
SRR7311493	F2S4_160906_005_F01
SRR7311494	F2S4_160906_005_G01
SRR7311496	F2S4_160906_005_H01
SRR7311497	F2S4_160906_006_A01
SRR7311498	F2S4_160906_006_B01
SRR7311499	F2S4_160906_006_C01
SRR7311500	F2S4_160906_006_D01
SRR7311501	F2S4_160906_006_E01
SRR7311502	F2S4_160906_006_F01
SRR7311503	F2S4_160906_006_G01
SRR7311504	F2S4_160906_006_H01
SRR7311505	F2S4_160906_007_A01
SRR7311507	F2S4_160906_007_B01
SRR7311508	F2S4_160906_007_C01
SRR7311509	F2S4_160906_007_D01
SRR7311510	F2S4_160906_007_E01
SRR7311511	F2S4_160906_007_F01
SRR7311512	F2S4_160906_007_G01
SRR7311513	F2S4_160906_007_H01
SRR7311514	F2S4_160906_008_A01
SRR7311515	F2S4_160906_008_B01
SRR7311516	F2S4_160906_008_C01
SRR7311518	F2S4_160906_008_D01
SRR7311519	F2S4_160906_008_E01
SRR7311520	F2S4_160906_008_F01
SRR7311521	F2S4_160906_008_G01
SRR7311522	F2S4_160906_008_H01
SRR7311523	F2S4_160907_003_A01
SRR7311524	F2S4_160907_003_B01
SRR7311525	F2S4_160907_003_C01
SRR7311526	F2S4_160907_003_D01
SRR7311527	F2S4_160907_003_E01
SRR7311529	F2S4_160907_003_F01
SRR7311530	F2S4_160907_003_G01
SRR7311531	F2S4_160907_003_H01
SRR7311532	F2S4_160907_004_A01
SRR7311533	F2S4_160907_004_B01
SRR7311534	F2S4_160907_004_C01
SRR7311535	F2S4_160907_004_D01
SRR7311536	F2S4_160907_004_E01
SRR7311537	F2S4_160907_004_F01
SRR7311538	F2S4_160907_004_G01
SRR7311541	F2S4_160907_004_H01
SRR7311542	F2S4_160907_010_A01
SRR7311543	F2S4_160907_010_B01
SRR7311544	F2S4_160907_010_C01
SRR7311545	F2S4_160907_010_D01
SRR7311546	F2S4_160907_010_E01
SRR7311547	F2S4_160907_010_F01
SRR7311548	F2S4_160907_010_G01
SRR7311549	F2S4_160907_010_H01
SRR7311550	F2S4_160907_011_A01
SRR7311552	F2S4_160907_011_B01
SRR7311553	F2S4_160907_011_C01
SRR7311554	F2S4_160907_011_D01
SRR7311555	F2S4_160907_011_E01
SRR7311556	F2S4_160907_011_F01
SRR7311557	F2S4_160907_011_G01
SRR7311558	F2S4_160907_011_H01
SRR7311559	F2S4_160908_004_A01
SRR7311560	F2S4_160908_004_B01
SRR7311561	F2S4_160908_004_C01
SRR7311563	F2S4_160908_004_D01
SRR7311564	F2S4_160908_004_E01
SRR7311565	F2S4_160908_004_F01
SRR7311566	F2S4_160908_004_G01
SRR7311567	F2S4_160908_004_H01
SRR7311568	F2S4_160908_005_A01
SRR7311569	F2S4_160908_005_B01
SRR7311570	F2S4_160908_005_C01
SRR7311571	F2S4_160908_005_D01
SRR7311572	F2S4_160908_005_E01
SRR7311574	F2S4_160908_005_F01
SRR7311575	F2S4_160908_005_G01
SRR7311576	F2S4_160908_005_H01
SRR7311577	F2S4_160908_006_A01
SRR7311578	F2S4_160908_006_B01
SRR7311579	F2S4_160908_006_C01
SRR7311580	F2S4_160908_006_D01
SRR7311581	F2S4_160908_006_E01
SRR7311582	F2S4_160908_006_F01
SRR7311583	F2S4_160908_006_G01
SRR7311585	F2S4_160908_006_H01
SRR7323187	F0S4_160708_031_A01
SRR7323935	F0S4_160708_031_B01
SRR7323188	F0S4_160708_031_C01
SRR7323936	F0S4_160708_031_D01
SRR7321481	F0S4_160708_031_E01
SRR7321482	F0S4_160708_031_F01
SRR7322833	F0S4_160708_031_G01
SRR7322834	F0S4_160708_031_H01
SRR7311586	F2S4_160906_017_A01
SRR7311587	F2S4_160906_017_B01
SRR7311588	F2S4_160906_017_C01
SRR7311589	F2S4_160906_017_D01
SRR7311590	F2S4_160906_017_E01
SRR7311591	F2S4_160906_017_F01
SRR7311592	F2S4_160906_017_G01
SRR7311593	F2S4_160906_017_H01
SRR7311594	F2S4_160906_018_A01
SRR7311596	F2S4_160906_018_B01
SRR7311597	F2S4_160906_018_C01
SRR7311598	F2S4_160906_018_D01
SRR7311599	F2S4_160906_018_E01
SRR7311600	F2S4_160906_018_F01
SRR7311601	F2S4_160906_018_G01
SRR7311602	F2S4_160906_018_H01
SRR7311603	F2S4_160906_019_A01
SRR7311604	F2S4_160906_019_B01
SRR7311605	F2S4_160906_019_C01
SRR7311607	F2S4_160906_019_D01
SRR7311608	F2S4_160906_019_E01
SRR7311609	F2S4_160906_019_F01
SRR7311610	F2S4_160906_019_G01
SRR7311611	F2S4_160906_019_H01
SRR7311612	F2S4_160907_005_A01
SRR7311613	F2S4_160907_005_B01
SRR7311614	F2S4_160907_005_C01
SRR7311615	F2S4_160907_005_D01
SRR7311616	F2S4_160907_005_E01
SRR7311618	F2S4_160907_005_F01
SRR7311619	F2S4_160907_005_G01
SRR7311620	F2S4_160907_005_H01
SRR7311621	F2S4_160907_006_A01
SRR7311622	F2S4_160907_006_B01
SRR7311623	F2S4_160907_006_C01
SRR7311624	F2S4_160907_006_D01
SRR7311625	F2S4_160907_006_E01
SRR7311626	F2S4_160907_006_F01
SRR7311627	F2S4_160907_006_G01
SRR7311629	F2S4_160907_006_H01
SRR7311630	F2S4_160907_007_A01
SRR7311631	F2S4_160907_007_B01
SRR7311632	F2S4_160907_007_C01
SRR7311633	F2S4_160907_007_D01
SRR7311634	F2S4_160907_007_E01
SRR7311635	F2S4_160907_007_F01
SRR7311636	F2S4_160907_007_G01
SRR7311637	F2S4_160907_007_H01
SRR7311638	F2S4_160907_012_A01
SRR7311640	F2S4_160907_012_B01
SRR7311641	F2S4_160907_012_C01
SRR7311642	F2S4_160907_012_D01
SRR7311643	F2S4_160907_012_E01
SRR7311644	F2S4_160907_012_F01
SRR7311645	F2S4_160907_012_G01
SRR7311646	F2S4_160907_012_H01
SRR7311647	F2S4_160907_013_A01
SRR7311648	F2S4_160907_013_B01
SRR7311649	F2S4_160907_013_C01
SRR7311652	F2S4_160907_013_D01
SRR7311653	F2S4_160907_013_E01
SRR7311654	F2S4_160907_013_F01
SRR7311655	F2S4_160907_013_G01
SRR7311656	F2S4_160907_013_H01
SRR7311657	F2S4_160907_014_A01
SRR7311658	F2S4_160907_014_B01
SRR7311659	F2S4_160907_014_C01
SRR7311660	F2S4_160907_014_D01
SRR7311661	F2S4_160907_014_E01
SRR7311663	F2S4_160907_014_F01
SRR7311664	F2S4_160907_014_G01
SRR7311665	F2S4_160907_014_H01
SRR7311666	F2S4_160908_007_A01
SRR7311667	F2S4_160908_007_B01
SRR7311668	F2S4_160908_007_C01
SRR7311669	F2S4_160908_007_D01
SRR7311670	F2S4_160908_007_E01
SRR7311671	F2S4_160908_007_F01
SRR7311672	F2S4_160908_007_G01
SRR7311674	F2S4_160908_007_H01
SRR7311675	F2S4_160908_008_A01
SRR7311676	F2S4_160908_008_B01
SRR7311677	F2S4_160908_008_C01
SRR7311678	F2S4_160908_008_D01
SRR7311679	F2S4_160908_008_E01
SRR7311680	F2S4_160908_008_F01
SRR7311681	F2S4_160908_008_G01
SRR7311682	F2S4_160908_008_H01
SRR7323189	F0S4_160708_032_A01
SRR7323937	F0S4_160708_032_B01
SRR7323190	F0S4_160708_032_C01
SRR7323938	F0S4_160708_032_D01
SRR7321483	F0S4_160708_032_E01
SRR7321484	F0S4_160708_032_F01
SRR7322835	F0S4_160708_032_G01
SRR7322836	F0S4_160708_032_H01
SRR7311683	F2S4_160906_009_A01
SRR7311685	F2S4_160906_009_B01
SRR7311686	F2S4_160906_009_C01
SRR7311687	F2S4_160906_009_D01
SRR7311688	F2S4_160906_009_E01
SRR7311689	F2S4_160906_009_F01
SRR7311690	F2S4_160906_009_G01
SRR7311691	F2S4_160906_009_H01
SRR7311692	F2S4_160906_010_A01
SRR7311693	F2S4_160906_010_B01
SRR7311694	F2S4_160906_010_C01
SRR7311696	F2S4_160906_010_D01
SRR7311697	F2S4_160906_010_E01
SRR7311698	F2S4_160906_010_F01
SRR7311699	F2S4_160906_010_G01
SRR7311700	F2S4_160906_010_H01
SRR7311701	F2S4_160906_011_A01
SRR7311702	F2S4_160906_011_B01
SRR7311703	F2S4_160906_011_C01
SRR7311704	F2S4_160906_011_D01
SRR7311705	F2S4_160906_011_E01
SRR7311707	F2S4_160906_011_F01
SRR7311708	F2S4_160906_011_G01
SRR7311709	F2S4_160906_011_H01
SRR7311710	F2S4_160906_012_A01
SRR7311711	F2S4_160906_012_B01
SRR7311712	F2S4_160906_012_C01
SRR7311713	F2S4_160906_012_D01
SRR7311714	F2S4_160906_012_E01
SRR7311715	F2S4_160906_012_F01
SRR7311716	F2S4_160906_012_G01
SRR7311718	F2S4_160906_012_H01
