Cell	CellType	Name	gSetType
GSM2661848	Cck.Lmo1.Npy	Kelbi	Cck.Lmo1.Npy
GSM2662059	Cck.Lmo1.Npy	Ryton	Cck.Lmo1.Npy
GSM2662393	Cck.Lmo1.Npy	Darleny	Cck.Lmo1.Npy
GSM2662588	Cck.Lmo1.Npy	Brindle	Cck.Lmo1.Npy
GSM2662633	Cck.Lmo1.Npy	Charlet	Cck.Lmo1.Npy
GSM2662870	Cck.Lmo1.Npy	Dany	Cck.Lmo1.Npy
GSM2663047	Cck.Lmo1.Npy	Lucinda	Cck.Lmo1.Npy
GSM2663063	Cck.Lmo1.Npy	Jaspar	Cck.Lmo1.Npy
GSM2663096	Cck.Lmo1.Npy	Daymon	Cck.Lmo1.Npy
GSM2663147	Cck.Lmo1.Npy	Saundra	Cck.Lmo1.Npy
GSM2663153	Cck.Lmo1.Npy	Yahari	Cck.Lmo1.Npy
GSM2663181	Cck.Lmo1.Npy	Emaline	Cck.Lmo1.Npy
GSM2663349	Cck.Lmo1.Npy	Desani	Cck.Lmo1.Npy
GSM2663357	Cck.Lmo1.Npy	Rosana	Cck.Lmo1.Npy
GSM2663611	Cck.Lmo1.Npy	Avahlyn	Cck.Lmo1.Npy
GSM2659639	Cck.Lmo1.Npy	Madelynn	Cck.Lmo1.Npy
GSM2659648	Cck.Lmo1.Npy	Lluvia	Cck.Lmo1.Npy
GSM2659914	Cck.Lmo1.Npy	Taelin	Cck.Lmo1.Npy
GSM2662500	Cck.Lmo1.Npy	Caniya	Cck.Lmo1.Npy
GSM2661170	Cck.Lmo1.Npy	Anjelique	Cck.Lmo1.Npy
GSM2661433	Cck.Lmo1.Npy	Aiyannah	Cck.Lmo1.Npy
GSM2661944	Cck.Lmo1.Npy	Roosevelt	Cck.Lmo1.Npy
GSM2662968	Cck.Lmo1.Npy	Jesus	Cck.Lmo1.Npy
GSM2663217	Cck.Lmo1.Npy	Kiki	Cck.Lmo1.Npy
GSM2660383	Cck.Sema5a	Mathius	Cck.Sema5a
GSM2657105	Cck.Sema5a	Adysen	Cck.Sema5a
GSM2657126	Cck.Sema5a	Senan	Cck.Sema5a
GSM2657240	Cck.Sema5a	Maribel	Cck.Sema5a
GSM2657668	Cck.Sema5a	Chance	Cck.Sema5a
GSM2658264	Cck.Sema5a	Talaiya	Cck.Sema5a
GSM2658688	Cck.Sema5a	Sybil	Cck.Sema5a
GSM2659123	Cck.Sema5a	Ajax	Cck.Sema5a
GSM2659208	Cck.Sema5a	Khair	Cck.Sema5a
GSM2659232	Cck.Sema5a	Melo	Cck.Sema5a
GSM2659291	Cck.Sema5a	Enrico	Cck.Sema5a
GSM2659361	Cck.Sema5a	Aliyha	Cck.Sema5a
GSM2659446	Cck.Sema5a	Demauri	Cck.Sema5a
GSM2659496	Cck.Sema5a	Brenson	Cck.Sema5a
GSM2659713	Cck.Sema5a	Rachell	Cck.Sema5a
GSM2660173	Cck.Sema5a	Amalya	Cck.Sema5a
GSM2660013	Cck.Sema5a	Amrit	Cck.Sema5a
GSM2660463	Cck.Sema5a	Jlynn	Cck.Sema5a
GSM2660803	Cck.Sema5a	Sterling	Cck.Sema5a
GSM2660884	Cck.Sema5a	Lyrix	Cck.Sema5a
GSM2661248	Cck.Sema5a	Jafet	Cck.Sema5a
GSM2661295	Cck.Sema5a	Lilibeth	Cck.Sema5a
GSM2661412	Cck.Sema5a	Kaja	Cck.Sema5a
GSM2661816	Cck.Sema5a	Nasteha	Cck.Sema5a
GSM2661927	Cck.Sema5a	Izic	Cck.Sema5a
GSM2661970	Cck.Sema5a	Keldan	Cck.Sema5a
GSM2662121	Cck.Sema5a	Ramia	Cck.Sema5a
GSM2662465	Cck.Sema5a	Suriyah	Cck.Sema5a
GSM2662906	Cck.Sema5a	Brynnly	Cck.Sema5a
GSM2663029	Cck.Sema5a	Alix	Cck.Sema5a
GSM2663511	Cck.Sema5a	Andreu	Cck.Sema5a
GSM2663512	Cck.Sema5a	Myah	Cck.Sema5a
GSM2663593	Cck.Sema5a	Reda	Cck.Sema5a
GSM2663721	Cck.Sema5a	Aansh	Cck.Sema5a
GSM2657040	Cck.Sema5a	Imanuel	Cck.Sema5a
GSM2661564	Cck.Sema5a	Canelo	Cck.Sema5a
GSM2657362	Cck.Sema5a	Zaedyn	Cck.Sema5a
GSM2658232	Cck.Sema5a	Angelyna	Cck.Sema5a
GSM2658574	Cck.Sema5a	Shamar	Cck.Sema5a
GSM2659401	Cck.Sema5a	Lilliana	Cck.Sema5a
GSM2659723	Cck.Sema5a	Cashion	Cck.Sema5a
GSM2660079	Cck.Sema5a	Treylen	Cck.Sema5a
GSM2660090	Cck.Sema5a	Jamahl	Cck.Sema5a
GSM2660689	Cck.Sema5a	Damyah	Cck.Sema5a
GSM2660732	Cck.Sema5a	Leshaun	Cck.Sema5a
GSM2660792	Cck.Sema5a	Marshun	Cck.Sema5a
GSM2660907	Cck.Sema5a	Dionysios	Cck.Sema5a
GSM2661005	Cck.Sema5a	Jehiel	Cck.Sema5a
GSM2661271	Cck.Sema5a	Zykeem	Cck.Sema5a
GSM2661486	Cck.Sema5a	Paityn	Cck.Sema5a
GSM2661672	Cck.Sema5a	Shedrick	Cck.Sema5a
GSM2661735	Cck.Sema5a	Harshil	Cck.Sema5a
GSM2661820	Cck.Sema5a	Dannya	Cck.Sema5a
GSM2661862	Cck.Sema5a	Nila	Cck.Sema5a
GSM2661906	Cck.Sema5a	Sedrick	Cck.Sema5a
GSM2661918	Cck.Sema5a	Zhen	Cck.Sema5a
GSM2662492	Cck.Sema5a	Kaija	Cck.Sema5a
GSM2662527	Cck.Sema5a	Joella	Cck.Sema5a
GSM2662545	Cck.Sema5a	Sarahbella	Cck.Sema5a
GSM2662618	Cck.Sema5a	Nailyn	Cck.Sema5a
GSM2662711	Cck.Sema5a	Kyrie	Cck.Sema5a
GSM2662815	Cck.Sema5a	Harshika	Cck.Sema5a
GSM2662871	Cck.Sema5a	Zeiden	Cck.Sema5a
GSM2662877	Cck.Sema5a	Ata	Cck.Sema5a
GSM2663007	Cck.Sema5a	Trashaun	Cck.Sema5a
GSM2663011	Cck.Sema5a	Nisa	Cck.Sema5a
GSM2663074	Cck.Sema5a	Nahomy	Cck.Sema5a
GSM2663148	Cck.Sema5a	Zaeda	Cck.Sema5a
GSM2663340	Cck.Sema5a	Eyla	Cck.Sema5a
GSM2663519	Cck.Sema5a	Artist	Cck.Sema5a
GSM2663723	Cck.Sema5a	Azalynn	Cck.Sema5a
GSM2662378	Ntng1.Chrm2	Yashi	Ntng1.Chrm2
GSM2661603	Ntng1.Chrm2	Stellan	Ntng1.Chrm2
GSM2661981	Ntng1.Chrm2	Favio	Ntng1.Chrm2
GSM2659351	Ntng1.Chrm2	Amarachi	Ntng1.Chrm2
GSM2659874	Ntng1.Chrm2	Tab	Ntng1.Chrm2
GSM2661203	Ntng1.Chrm2	Lanessa	Ntng1.Chrm2
GSM2662167	Ntng1.Chrm2	Caleya	Ntng1.Chrm2
GSM2658712	Ntng1.Chrm2	Cordelle	Ntng1.Chrm2
GSM2659299	Ntng1.Chrm2	Michaiah	Ntng1.Chrm2
GSM2659726	Ntng1.Chrm2	Nino	Ntng1.Chrm2
GSM2659878	Ntng1.Chrm2	Raistlin	Ntng1.Chrm2
GSM2660464	Ntng1.Chrm2	Jaloni	Ntng1.Chrm2
GSM2660744	Ntng1.Chrm2	Alyzabeth	Ntng1.Chrm2
GSM2661380	Ntng1.Chrm2	Tyton	Ntng1.Chrm2
GSM2661466	Ntng1.Chrm2	Raaya	Ntng1.Chrm2
GSM2661536	Ntng1.Chrm2	Avamonroe	Ntng1.Chrm2
GSM2657003	Ntng1.Chrm2	Cattleya	Ntng1.Chrm2
GSM2657479	Ntng1.Chrm2	Dametrius	Ntng1.Chrm2
GSM2657488	Ntng1.Chrm2	Giavanni	Ntng1.Chrm2
GSM2657781	Ntng1.Chrm2	Serenity	Ntng1.Chrm2
GSM2657851	Ntng1.Chrm2	Berenice	Ntng1.Chrm2
GSM2658050	Ntng1.Chrm2	Antoino	Ntng1.Chrm2
GSM2658095	Ntng1.Chrm2	Leanah	Ntng1.Chrm2
GSM2658214	Ntng1.Chrm2	Adalis	Ntng1.Chrm2
GSM2658496	Ntng1.Chrm2	Armonie	Ntng1.Chrm2
GSM2658581	Ntng1.Chrm2	Natalee	Ntng1.Chrm2
GSM2658729	Ntng1.Chrm2	Kavyn	Ntng1.Chrm2
GSM2658735	Ntng1.Chrm2	Ezmeralda	Ntng1.Chrm2
GSM2658767	Ntng1.Chrm2	Joshawn	Ntng1.Chrm2
GSM2658773	Ntng1.Chrm2	Lanita	Ntng1.Chrm2
GSM2659054	Ntng1.Chrm2	Ayva	Ntng1.Chrm2
GSM2659362	Ntng1.Chrm2	Konstantine	Ntng1.Chrm2
GSM2659369	Ntng1.Chrm2	Lavelle	Ntng1.Chrm2
GSM2659623	Ntng1.Chrm2	Treavon	Ntng1.Chrm2
GSM2659647	Ntng1.Chrm2	Finnley	Ntng1.Chrm2
GSM2659663	Ntng1.Chrm2	Fraida	Ntng1.Chrm2
GSM2659681	Ntng1.Chrm2	Shaden	Ntng1.Chrm2
GSM2659702	Ntng1.Chrm2	Brinson	Ntng1.Chrm2
GSM2659816	Ntng1.Chrm2	Mariamawit	Ntng1.Chrm2
GSM2659903	Ntng1.Chrm2	Teyonna	Ntng1.Chrm2
GSM2660142	Ntng1.Chrm2	Rhiyan	Ntng1.Chrm2
GSM2660143	Ntng1.Chrm2	Livy	Ntng1.Chrm2
GSM2660161	Ntng1.Chrm2	Tenoch	Ntng1.Chrm2
GSM2660256	Ntng1.Chrm2	Mykelti	Ntng1.Chrm2
GSM2660411	Ntng1.Chrm2	Alyus	Ntng1.Chrm2
GSM2660428	Ntng1.Chrm2	Carys	Ntng1.Chrm2
GSM2660448	Ntng1.Chrm2	Malaak	Ntng1.Chrm2
GSM2660484	Ntng1.Chrm2	Parx	Ntng1.Chrm2
GSM2660782	Ntng1.Chrm2	Shelbie	Ntng1.Chrm2
GSM2660967	Ntng1.Chrm2	Miyanah	Ntng1.Chrm2
GSM2661131	Ntng1.Chrm2	Karolyn	Ntng1.Chrm2
GSM2661300	Ntng1.Chrm2	Tayana	Ntng1.Chrm2
GSM2661302	Ntng1.Chrm2	Arcadia	Ntng1.Chrm2
GSM2661387	Ntng1.Chrm2	Roston	Ntng1.Chrm2
GSM2661469	Ntng1.Chrm2	Sirmichael	Ntng1.Chrm2
GSM2661482	Ntng1.Chrm2	Ellory	Ntng1.Chrm2
GSM2661847	Ntng1.Chrm2	Carlotta	Ntng1.Chrm2
GSM2662018	Ntng1.Chrm2	Kelaiah	Ntng1.Chrm2
GSM2662125	Ntng1.Chrm2	Kayla	Ntng1.Chrm2
GSM2662129	Ntng1.Chrm2	Liddy	Ntng1.Chrm2
GSM2662137	Ntng1.Chrm2	Quetzal	Ntng1.Chrm2
GSM2662409	Ntng1.Chrm2	Delainee	Ntng1.Chrm2
GSM2662567	Ntng1.Chrm2	Sadi	Ntng1.Chrm2
GSM2662719	Ntng1.Chrm2	Lyn	Ntng1.Chrm2
GSM2662970	Ntng1.Chrm2	Jeila	Ntng1.Chrm2
GSM2663071	Ntng1.Chrm2	Arii	Ntng1.Chrm2
GSM2663073	Ntng1.Chrm2	Jailani	Ntng1.Chrm2
GSM2663124	Ntng1.Chrm2	Kayri	Ntng1.Chrm2
GSM2663327	Ntng1.Chrm2	Jeniel	Ntng1.Chrm2
GSM2663394	Ntng1.Chrm2	Aniyah	Ntng1.Chrm2
GSM2663475	Ntng1.Chrm2	Jaquavion	Ntng1.Chrm2
GSM2663663	Ntng1.Chrm2	Aubriannah	Ntng1.Chrm2
GSM2663687	Ntng1.Chrm2	Mahaley	Ntng1.Chrm2
GSM2663698	Ntng1.Chrm2	Maewyn	Ntng1.Chrm2
GSM2659551	Ntng1.Rgs10	Laureano	Ntng1.Rgs10
GSM2659529	Ntng1.Rgs10	Ahmiyah	Ntng1.Rgs10
GSM2660693	Ntng1.Rgs10	Emmaus	Ntng1.Rgs10
GSM2660749	Ntng1.Rgs10	Booker	Ntng1.Rgs10
GSM2661325	Ntng1.Rgs10	Maximilliano	Ntng1.Rgs10
GSM2661164	Ntng1.Rgs10	Mildred	Ntng1.Rgs10
GSM2659212	Ntng1.Rgs10	Kaebri	Ntng1.Rgs10
GSM2659296	Ntng1.Rgs10	Trooper	Ntng1.Rgs10
GSM2659387	Ntng1.Rgs10	Mavryk	Ntng1.Rgs10
GSM2659431	Ntng1.Rgs10	Javonna	Ntng1.Rgs10
GSM2659459	Ntng1.Rgs10	Keon	Ntng1.Rgs10
GSM2659788	Ntng1.Rgs10	Talya	Ntng1.Rgs10
GSM2659869	Ntng1.Rgs10	Cheskel	Ntng1.Rgs10
GSM2660072	Ntng1.Rgs10	Kaeleen	Ntng1.Rgs10
GSM2660421	Ntng1.Rgs10	Kannon	Ntng1.Rgs10
GSM2660576	Ntng1.Rgs10	Elenna	Ntng1.Rgs10
GSM2660758	Ntng1.Rgs10	Devorah	Ntng1.Rgs10
GSM2661189	Ntng1.Rgs10	Laxmi	Ntng1.Rgs10
GSM2661386	Ntng1.Rgs10	Shakim	Ntng1.Rgs10
GSM2662959	Ntng1.Rgs10	Yetziel	Ntng1.Rgs10
GSM2663057	Ntng1.Rgs10	Aarvi	Ntng1.Rgs10
GSM2663590	Ntng1.Rgs10	Jeraldin	Ntng1.Rgs10
GSM2657039	Ntng1.Rgs10	Malanie	Ntng1.Rgs10
GSM2658569	Ntng1.Rgs10	Tex	Ntng1.Rgs10
GSM2658932	Ntng1.Rgs10	Kaira	Ntng1.Rgs10
GSM2659293	Ntng1.Rgs10	Zyair	Ntng1.Rgs10
GSM2659606	Ntng1.Rgs10	Briana	Ntng1.Rgs10
GSM2659637	Ntng1.Rgs10	Azarian	Ntng1.Rgs10
GSM2659676	Ntng1.Rgs10	Divya	Ntng1.Rgs10
GSM2659690	Ntng1.Rgs10	Yulieth	Ntng1.Rgs10
GSM2659763	Ntng1.Rgs10	Dena	Ntng1.Rgs10
GSM2660023	Ntng1.Rgs10	Mercy	Ntng1.Rgs10
GSM2660185	Ntng1.Rgs10	Jermar	Ntng1.Rgs10
GSM2660514	Ntng1.Rgs10	Keiston	Ntng1.Rgs10
GSM2660539	Ntng1.Rgs10	Thane	Ntng1.Rgs10
GSM2660594	Ntng1.Rgs10	Marlan	Ntng1.Rgs10
GSM2660707	Ntng1.Rgs10	Ana	Ntng1.Rgs10
GSM2660723	Ntng1.Rgs10	Vanessa	Ntng1.Rgs10
GSM2660736	Ntng1.Rgs10	Liad	Ntng1.Rgs10
GSM2660748	Ntng1.Rgs10	Suheb	Ntng1.Rgs10
GSM2660777	Ntng1.Rgs10	Dex	Ntng1.Rgs10
GSM2660968	Ntng1.Rgs10	Emmylou	Ntng1.Rgs10
GSM2660995	Ntng1.Rgs10	Lamees	Ntng1.Rgs10
GSM2661024	Ntng1.Rgs10	Paulette	Ntng1.Rgs10
GSM2661225	Ntng1.Rgs10	Hasna	Ntng1.Rgs10
GSM2660384	Ntng1.Rgs10	Isolde	Ntng1.Rgs10
GSM2661397	Ntng1.Rgs10	Aten	Ntng1.Rgs10
GSM2661575	Ntng1.Rgs10	Kebron	Ntng1.Rgs10
GSM2661713	Ntng1.Rgs10	Joscelyne	Ntng1.Rgs10
GSM2661739	Ntng1.Rgs10	Iriana	Ntng1.Rgs10
GSM2661841	Ntng1.Rgs10	Lexine	Ntng1.Rgs10
GSM2661886	Ntng1.Rgs10	Malaikah	Ntng1.Rgs10
GSM2662098	Ntng1.Rgs10	Elianne	Ntng1.Rgs10
GSM2662496	Ntng1.Rgs10	Jacklynn	Ntng1.Rgs10
GSM2662541	Ntng1.Rgs10	Maileen	Ntng1.Rgs10
GSM2662741	Ntng1.Rgs10	Zelina	Ntng1.Rgs10
GSM2662907	Ntng1.Rgs10	Rubee	Ntng1.Rgs10
GSM2662920	Ntng1.Rgs10	Sula	Ntng1.Rgs10
GSM2662969	Ntng1.Rgs10	Dominika	Ntng1.Rgs10
GSM2663251	Ntng1.Rgs10	Nyota	Ntng1.Rgs10
GSM2663303	Ntng1.Rgs10	Zayah	Ntng1.Rgs10
GSM2663325	Ntng1.Rgs10	Bilan	Ntng1.Rgs10
GSM2663336	Ntng1.Rgs10	Torin	Ntng1.Rgs10
GSM2663367	Ntng1.Rgs10	Ronnae	Ntng1.Rgs10
GSM2663377	Ntng1.Rgs10	Quinnley	Ntng1.Rgs10
GSM2663474	Ntng1.Rgs10	Caliope	Ntng1.Rgs10
GSM2663518	Ntng1.Rgs10	Taalib	Ntng1.Rgs10
GSM2663580	Ntng1.Rgs10	Sabriya	Ntng1.Rgs10
GSM2660051	Ntng1.Rgs10	Kainoah	Ntng1.Rgs10
GSM2662261	Ntng1.Rgs10	Tayvon	Ntng1.Rgs10
GSM2662624	Ntng1.Rgs10	Katey	Ntng1.Rgs10
GSM2662895	Ntng1.Rgs10	Adalize	Ntng1.Rgs10
GSM2657376	Ntng1.Synpr	Daciana	Ntng1.Synpr
GSM2658763	Ntng1.Synpr	Kendyn	Ntng1.Synpr
GSM2660823	Ntng1.Synpr	Sundae	Ntng1.Synpr
GSM2661960	Ntng1.Synpr	Quantrell	Ntng1.Synpr
GSM2657025	Ntng1.Synpr	Tryan	Ntng1.Synpr
GSM2659897	Ntng1.Synpr	Nayna	Ntng1.Synpr
GSM2660769	Ntng1.Synpr	Rakiya	Ntng1.Synpr
GSM2659337	Ntng1.Synpr	Adron	Ntng1.Synpr
GSM2662367	Ntng1.Synpr	Esra	Ntng1.Synpr
GSM2663425	Ntng1.Synpr	Blane	Ntng1.Synpr
GSM2657042	Ntng1.Synpr	Thandie	Ntng1.Synpr
GSM2659143	Ntng1.Synpr	Davian	Ntng1.Synpr
GSM2659147	Ntng1.Synpr	Emiah	Ntng1.Synpr
GSM2659325	Ntng1.Synpr	Ajani	Ntng1.Synpr
GSM2659483	Ntng1.Synpr	Serjio	Ntng1.Synpr
GSM2659986	Ntng1.Synpr	Amatullah	Ntng1.Synpr
GSM2660106	Ntng1.Synpr	Abhigna	Ntng1.Synpr
GSM2660382	Ntng1.Synpr	Ameenah	Ntng1.Synpr
GSM2660848	Ntng1.Synpr	Ilham	Ntng1.Synpr
GSM2660950	Ntng1.Synpr	Millianna	Ntng1.Synpr
GSM2661540	Ntng1.Synpr	Sabre	Ntng1.Synpr
GSM2661671	Ntng1.Synpr	Zaydin	Ntng1.Synpr
GSM2661898	Ntng1.Synpr	Lexton	Ntng1.Synpr
GSM2661904	Ntng1.Synpr	Abshir	Ntng1.Synpr
GSM2661933	Ntng1.Synpr	Sharlotte	Ntng1.Synpr
GSM2662062	Ntng1.Synpr	Saraih	Ntng1.Synpr
GSM2662086	Ntng1.Synpr	Keari	Ntng1.Synpr
GSM2662663	Ntng1.Synpr	Danita	Ntng1.Synpr
GSM2662816	Ntng1.Synpr	Carmen	Ntng1.Synpr
GSM2662831	Ntng1.Synpr	Arah	Ntng1.Synpr
GSM2662886	Ntng1.Synpr	Camren	Ntng1.Synpr
GSM2662924	Ntng1.Synpr	Petrona	Ntng1.Synpr
GSM2663040	Ntng1.Synpr	Vonn	Ntng1.Synpr
GSM2663167	Ntng1.Synpr	Briann	Ntng1.Synpr
GSM2663278	Ntng1.Synpr	Tannar	Ntng1.Synpr
GSM2663313	Ntng1.Synpr	Zabdiel	Ntng1.Synpr
GSM2663369	Ntng1.Synpr	Escarlett	Ntng1.Synpr
GSM2663500	Ntng1.Synpr	Nika	Ntng1.Synpr
GSM2663535	Ntng1.Synpr	Saori	Ntng1.Synpr
GSM2663689	Ntng1.Synpr	Joanna	Ntng1.Synpr
GSM2656868	Ntng1.Synpr	Aamina	Ntng1.Synpr
GSM2660195	Ntng1.Synpr	Fionna	Ntng1.Synpr
GSM2660311	Ntng1.Synpr	Idella	Ntng1.Synpr
GSM2660313	Ntng1.Synpr	Breckan	Ntng1.Synpr
GSM2660409	Ntng1.Synpr	Esma	Ntng1.Synpr
GSM2662282	Ntng1.Synpr	Rynn	Ntng1.Synpr
GSM2662360	Ntng1.Synpr	Leannah	Ntng1.Synpr
GSM2662539	Ntng1.Synpr	Wayde	Ntng1.Synpr
GSM2662595	Sst.Cryab	Phelan	Sst.Cryab
GSM2660509	Sst.Cryab	Yony	Sst.Cryab
GSM2659186	Sst.Cryab	Casimir	Sst.Cryab
GSM2659216	Sst.Cryab	Breasia	Sst.Cryab
GSM2660658	Sst.Cryab	Maalik	Sst.Cryab
GSM2663193	Sst.Cryab	Kalynn	Sst.Cryab
GSM2657113	Sst.Cryab	Sahith	Sst.Cryab
GSM2661525	Sst.Cryab	Goldy	Sst.Cryab
GSM2660741	Sst.Cryab	Kaeden	Sst.Cryab
GSM2663407	Sst.Cryab	Judge	Sst.Cryab
GSM2663517	Sst.Cryab	Viona	Sst.Cryab
GSM2659705	Sst.Cryab	Ellary	Sst.Cryab
GSM2659894	Sst.Cryab	Callianne	Sst.Cryab
GSM2661666	Sst.Cryab	Dadrian	Sst.Cryab
GSM2663586	Sst.Cryab	Konstantin	Sst.Cryab
GSM2659160	Sst.Cryab	Tell	Sst.Cryab
GSM2662827	Sst.Cryab	Lianny	Sst.Cryab
GSM2663389	Sst.Cryab	Hadeel	Sst.Cryab
GSM2659224	Sst.Cryab	Rhona	Sst.Cryab
GSM2659965	Sst.Cryab	Yazen	Sst.Cryab
GSM2660282	Sst.Cryab	Jafeth	Sst.Cryab
GSM2661662	Sst.Cryab	Angel	Sst.Cryab
GSM2661625	Sst.Cryab	Gracia	Sst.Cryab
GSM2661115	Sst.Cryab	Jaiveon	Sst.Cryab
GSM2661517	Sst.Cryab	Tonio	Sst.Cryab
GSM2663171	Sst.Cryab	Kierrah	Sst.Cryab
GSM2663439	Sst.Cryab	Mariaclara	Sst.Cryab
GSM2656797	Calb2.Cryab	Danayah	Calb2.Cryab
GSM2657399	Calb2.Cryab	Dearia	Calb2.Cryab
GSM2657579	Calb2.Cryab	Mayukh	Calb2.Cryab
GSM2658441	Calb2.Cryab	Azariyah	Calb2.Cryab
GSM2658660	Calb2.Cryab	Osvaldo	Calb2.Cryab
GSM2659076	Calb2.Cryab	Dwan	Calb2.Cryab
GSM2660075	Calb2.Cryab	Claire	Calb2.Cryab
GSM2660808	Calb2.Cryab	Jaretzi	Calb2.Cryab
GSM2661154	Calb2.Cryab	Jamilia	Calb2.Cryab
GSM2661929	Calb2.Cryab	Deyana	Calb2.Cryab
GSM2662349	Calb2.Cryab	Cartel	Calb2.Cryab
GSM2663254	Calb2.Cryab	Daviona	Calb2.Cryab
GSM2663678	Calb2.Cryab	Kherington	Calb2.Cryab
GSM2657434	Calb2.Cryab	Maleiyah	Calb2.Cryab
GSM2657675	Calb2.Cryab	Charlotterose	Calb2.Cryab
GSM2658225	Calb2.Cryab	Aman	Calb2.Cryab
GSM2659315	Calb2.Cryab	Millena	Calb2.Cryab
GSM2659547	Calb2.Cryab	Dayvion	Calb2.Cryab
GSM2660063	Calb2.Cryab	Jadie	Calb2.Cryab
GSM2660633	Calb2.Cryab	Aizen	Calb2.Cryab
GSM2660776	Calb2.Cryab	Koey	Calb2.Cryab
GSM2660781	Calb2.Cryab	Aleece	Calb2.Cryab
GSM2661339	Calb2.Cryab	Angelith	Calb2.Cryab
GSM2661806	Calb2.Cryab	Zaeem	Calb2.Cryab
GSM2661885	Calb2.Cryab	Tearra	Calb2.Cryab
GSM2662498	Calb2.Cryab	Emonii	Calb2.Cryab
GSM2662644	Calb2.Cryab	Ayisha	Calb2.Cryab
GSM2662775	Calb2.Cryab	Anvi	Calb2.Cryab
GSM2663641	Calb2.Cryab	Abdulloh	Calb2.Cryab
GSM2659079	Calb2.Cryab	Aile	Calb2.Cryab
GSM2658398	Calb2.Cryab	Amillia	Calb2.Cryab
GSM2659950	Calb2.Cryab	Stonewall	Calb2.Cryab
GSM2660605	Calb2.Cryab	Pranay	Calb2.Cryab
GSM2661548	Calb2.Cryab	Zarif	Calb2.Cryab
GSM2661951	Calb2.Cryab	Mael	Calb2.Cryab
GSM2661956	Calb2.Cryab	Parys	Calb2.Cryab
GSM2661963	Calb2.Cryab	Lennyx	Calb2.Cryab
GSM2656804	Calb2.Cryab	Firas	Calb2.Cryab
GSM2659141	Calb2.Cryab	Wrenly	Calb2.Cryab
GSM2659703	Calb2.Cryab	Teniola	Calb2.Cryab
GSM2659729	Calb2.Cryab	Najeeb	Calb2.Cryab
GSM2659963	Calb2.Cryab	Kassey	Calb2.Cryab
GSM2660009	Calb2.Cryab	Tarahji	Calb2.Cryab
GSM2660246	Calb2.Cryab	Kady	Calb2.Cryab
GSM2662461	Calb2.Cryab	Raziyah	Calb2.Cryab
GSM2662813	Calb2.Cryab	Danira	Calb2.Cryab
GSM2662867	Calb2.Cryab	Zuzu	Calb2.Cryab
GSM2662974	Calb2.Cryab	Jessyca	Calb2.Cryab
GSM2662237	Calb2.Cryab	Chace	Calb2.Cryab
GSM2663091	Calb2.Cryab	Habiba	Calb2.Cryab
GSM2657869	Cacna2d1.Ndnf.Cxcl14	Evaya	Cacna2d1.Ndnf.Cxcl14
GSM2659564	Cacna2d1.Ndnf.Cxcl14	Nyier	Cacna2d1.Ndnf.Cxcl14
GSM2656996	Cacna2d1.Ndnf.Cxcl14	Merry	Cacna2d1.Ndnf.Cxcl14
GSM2662919	Cacna2d1.Ndnf.Cxcl14	Kiasia	Cacna2d1.Ndnf.Cxcl14
GSM2658253	Cacna2d1.Ndnf.Cxcl14	Larae	Cacna2d1.Ndnf.Cxcl14
GSM2663300	Cacna2d1.Ndnf.Cxcl14	Deakyn	Cacna2d1.Ndnf.Cxcl14
GSM2661587	Cacna2d1.Ndnf.Cxcl14	Aparna	Cacna2d1.Ndnf.Cxcl14
GSM2662041	Cacna2d1.Ndnf.Cxcl14	Lissandro	Cacna2d1.Ndnf.Cxcl14
GSM2656900	Cacna2d1.Ndnf.Cxcl14	Ellysia	Cacna2d1.Ndnf.Cxcl14
GSM2657966	Cacna2d1.Ndnf.Cxcl14	Dierks	Cacna2d1.Ndnf.Cxcl14
GSM2658695	Cacna2d1.Ndnf.Cxcl14	Lovell	Cacna2d1.Ndnf.Cxcl14
GSM2659167	Cacna2d1.Ndnf.Cxcl14	Myka	Cacna2d1.Ndnf.Cxcl14
GSM2659204	Cacna2d1.Ndnf.Cxcl14	Samaiah	Cacna2d1.Ndnf.Cxcl14
GSM2659308	Cacna2d1.Ndnf.Cxcl14	Enoc	Cacna2d1.Ndnf.Cxcl14
GSM2659415	Cacna2d1.Ndnf.Cxcl14	Nandan	Cacna2d1.Ndnf.Cxcl14
GSM2659478	Cacna2d1.Ndnf.Cxcl14	Devlin	Cacna2d1.Ndnf.Cxcl14
GSM2659851	Cacna2d1.Ndnf.Cxcl14	Nataliya	Cacna2d1.Ndnf.Cxcl14
GSM2660017	Cacna2d1.Ndnf.Cxcl14	Deandre	Cacna2d1.Ndnf.Cxcl14
GSM2660137	Cacna2d1.Ndnf.Cxcl14	Myliah	Cacna2d1.Ndnf.Cxcl14
GSM2660363	Cacna2d1.Ndnf.Cxcl14	Tycho	Cacna2d1.Ndnf.Cxcl14
GSM2660443	Cacna2d1.Ndnf.Cxcl14	Margot	Cacna2d1.Ndnf.Cxcl14
GSM2660516	Cacna2d1.Ndnf.Cxcl14	Hunner	Cacna2d1.Ndnf.Cxcl14
GSM2660609	Cacna2d1.Ndnf.Cxcl14	Marino	Cacna2d1.Ndnf.Cxcl14
GSM2660709	Cacna2d1.Ndnf.Cxcl14	Hendel	Cacna2d1.Ndnf.Cxcl14
GSM2660802	Cacna2d1.Ndnf.Cxcl14	Kaleeah	Cacna2d1.Ndnf.Cxcl14
